spec,target_reached,target_gain_linear,target_ugbw_mhz,target_pm_deg,target_ibias_ma,output_gain_linear,output_gain_db,output_ibias_ma,output_pm_deg,output_ugbw_mhz,fom,gain_pass,ugbw_pass,pm_pass,ibias_pass,complete_pass
146,Yes,223.0,12.074749460290802,75.0,4.582302737924182,236.19714,47.465492692837124,3.746948948800604,80.22,15.143667783118314,0.56524,Yes,Yes,Yes,Yes,Yes
147,Yes,393.0,3.819187578149381,75.0,2.4127511437192966,481.2678000000001,53.647736109502816,2.0022215366154583,79.896,4.721814370369207,0.6963700000000004,Yes,Yes,Yes,Yes,Yes
148,Yes,212.0,20.97143617045363,75.0,9.441191391697936,256.52424,48.182568192141304,7.9494831518096625,79.572,25.554114402421156,0.6475000000000002,Yes,Yes,Yes,Yes,Yes
149,Yes,228.0,12.961012112972686,75.0,1.4475072795255186,272.56032,48.70925260888886,1.2363883428067217,79.248,15.562287244046306,0.5986300000000002,Yes,Yes,Yes,Yes,Yes
150,Yes,239.0,18.198479823802984,75.0,7.7244515395805955,282.22554,49.01192625350994,6.6916923687386705,78.924,21.526617813980074,0.5497600000000002,Yes,Yes,Yes,Yes,Yes
151,Yes,360.0,13.21292836166828,75.0,1.1788310538125366,419.8608,52.46210657880792,1.035544139221623,78.6,15.393854317045248,0.5008899999999998,Yes,Yes,Yes,Yes,Yes
152,Yes,240.0,7.562197521118581,75.0,1.1460117260166427,276.408,48.83101217097347,1.020638043190422,78.276,8.67565548412808,0.45202,Yes,Yes,Yes,Yes,Yes
153,Yes,374.0,21.033374693840663,75.0,4.550710802629186,425.28288000000003,52.57355800597665,4.108154177073498,77.952,23.755514046717526,0.4031500000000002,Yes,Yes,Yes,Yes,Yes
154,Yes,308.0,24.52587118248101,75.0,3.2089295493399663,345.74232,50.775050837453996,2.9358496446911353,77.628,27.262958406445893,0.35428000000000015,Yes,Yes,Yes,Yes,Yes
155,Yes,352.0,6.849541745803321,75.0,1.2952936970118654,390.00192000000004,51.82133490172756,1.00650796726307,77.304,7.491891770724756,0.4554100000000002,Yes,Yes,Yes,Yes,Yes
156,Yes,216.0,14.230361845131272,75.0,3.647045714779822,236.17008,47.46449753413893,2.8782484781042355,80.98,15.311300130887446,0.45987333333333363,Yes,Yes,Yes,Yes,Yes
157,Yes,298.0,10.206064317931599,75.0,7.726333812293401,321.4824,50.14314403714217,6.191497600481317,80.656,10.799444897376143,0.4110033333333334,Yes,Yes,Yes,Yes,Yes
158,Yes,297.0,23.124835598357485,75.0,4.573979061486173,316.07334,49.99575731450284,3.7209319665190015,80.332,29.144692801321906,0.5821333333333332,Yes,Yes,Yes,Yes,Yes
159,Yes,352.0,13.197781398229456,75.0,4.687131291058499,432.83328,52.72641291464562,3.86992995046245,80.008,16.3982433873001,0.7132633333333331,Yes,Yes,Yes,Yes,Yes
160,Yes,319.0,22.103830123515426,75.0,8.539573638045372,387.60414000000003,51.76776814206129,7.154454793954412,79.684,27.070118675666873,0.6643933333333335,Yes,Yes,Yes,Yes,Yes
161,Yes,335.0,21.736646426286118,75.0,0.9951667916803963,402.1608,52.087994722858696,0.845842014588753,79.36,26.233089106027663,0.6155233333333332,Yes,Yes,Yes,Yes,Yes
162,Yes,264.0,7.629937667728983,75.0,8.09520935633736,313.07759999999996,49.91303991864928,6.9788799860984385,79.036,9.07230108443647,0.5666533333333332,Yes,Yes,Yes,Yes,Yes
163,Yes,341.0,19.960148368074723,75.0,3.111728330561728,399.42012000000005,52.028598756256635,2.720428492993591,78.712,23.37772497165648,0.5177833333333337,Yes,Yes,Yes,Yes,Yes
164,Yes,202.0,10.958618165232284,75.0,7.076577559106737,233.66148,47.37174246330972,6.272678348392212,78.388,12.639670191778917,0.46891333333333346,Yes,Yes,Yes,Yes,Yes
165,Yes,374.0,23.421961448380483,75.0,6.072694616759309,427.16784,52.611970974216874,5.456619747889078,78.064,26.597510981551906,0.42004333333333305,Yes,Yes,Yes,Yes,Yes
166,Yes,384.0,13.185704219431754,75.0,2.2287058157895134,432.99072,52.72957177020908,2.02968238643951,77.74,14.738452748312039,0.37117333333333336,Yes,Yes,Yes,Yes,Yes
167,Yes,229.0,20.69318735645388,75.0,8.580075385012904,254.877,48.12661293349193,6.631111261307224,77.416,22.761264500857887,0.47230333333333363,Yes,Yes,Yes,Yes,Yes
168,Yes,374.0,7.788135598787839,75.0,1.5684055939540842,410.80908,52.272800682453955,1.2311983912539561,77.092,8.427697294160296,0.4234333333333332,Yes,Yes,Yes,Yes,Yes
169,Yes,337.0,8.165340394522413,75.0,7.140458243022606,365.25408000000004,51.251901516717496,5.692016288425471,80.768,8.690371781890205,0.4278966666666668,Yes,Yes,Yes,Yes,Yes
170,Yes,392.0,15.086505337939865,75.0,9.687160041346054,419.14992000000007,52.44738775208429,7.839818621461362,80.444,19.10675728039408,0.5990266666666669,Yes,Yes,Yes,Yes,Yes
171,Yes,268.0,24.97365599750413,75.0,4.022820180529735,282.65424,49.0251100909726,3.30454563729615,80.12,31.18360529784351,0.5501566666666668,Yes,Yes,Yes,Yes,Yes
172,Yes,396.0,12.751368319736823,75.0,0.5846111141451852,483.1596,53.681812260995244,0.4873318247514264,79.796,15.694894182664873,0.6812866666666669,Yes,Yes,Yes,Yes,Yes
173,Yes,364.0,4.566290041186938,75.0,3.0585230385933158,438.80927999999994,52.84551607040423,2.586745859890297,79.472,5.53900114576058,0.6324166666666666,Yes,Yes,Yes,Yes,Yes
174,Yes,287.0,13.925933864892968,75.0,8.218887196538585,341.79978000000006,50.67543557700877,7.050983325910453,79.148,16.644276155320075,0.5835466666666667,Yes,Yes,Yes,Yes,Yes
175,Yes,228.0,9.28297460063218,75.0,1.8212905519285247,268.21008,48.56950191372058,1.584613844705413,78.824,10.929588635292316,0.5346766666666666,Yes,Yes,Yes,Yes,Yes
176,Yes,275.0,14.246018009699464,75.0,9.525756407555066,319.4895,50.08913179342561,8.403622302745081,78.5,16.519112643327112,0.4858066666666667,Yes,Yes,Yes,Yes,Yes
177,Yes,311.0,14.042321511008153,75.0,8.560552915757832,356.7792,51.047990547011246,7.656130500208017,78.176,16.032680161978448,0.43693666666666664,Yes,Yes,Yes,Yes,Yes
178,Yes,240.0,11.928270804796025,75.0,5.603942239329045,271.8288,48.68590935833915,5.0799736399517785,77.852,13.40642212292635,0.3880666666666669,Yes,Yes,Yes,Yes,Yes
179,Yes,316.0,8.722656405496899,75.0,5.546196830820599,353.30064000000004,50.96288848309921,5.095013718633344,77.528,9.64813025012012,0.3391966666666668,Yes,Yes,Yes,Yes,Yes
180,Yes,200.0,5.52765696897053,75.0,1.0377802422212667,220.692,46.875731808785744,0.8102988131263652,77.204,6.015638526191249,0.4403266666666666,Yes,Yes,Yes,Yes,Yes
181,Yes,384.0,17.739962262893712,75.0,1.1088827517522704,418.12992,52.42622490690307,0.8792885780019628,80.88,18.989920003937204,0.44479,Yes,Yes,Yes,Yes,Yes
182,Yes,384.0,14.723143407637627,75.0,7.958716453492277,412.5312,52.309136001981926,6.407562616706633,80.556,15.498169676615673,0.39592000000000005,Yes,Yes,Yes,Yes,Yes
183,Yes,267.0,6.605498705389435,75.0,1.3023872294900827,282.94524,49.03404784355929,1.0643759633007701,80.232,8.28871188549677,0.56705,Yes,Yes,Yes,Yes,Yes
184,Yes,328.0,19.613067402382214,75.0,0.710524926488742,401.84592000000004,52.08119126462624,0.5893093740297627,79.908,24.2613643767468,0.6981800000000001,Yes,Yes,Yes,Yes,Yes
185,Yes,395.0,2.047535178335246,75.0,7.831503935362515,478.17120000000006,53.5916683047822,6.590602136804325,79.584,2.4963139387227655,0.6493100000000003,Yes,Yes,Yes,Yes,Yes
186,Yes,245.0,18.8729236375647,75.0,2.3006525136089384,293.0151,49.33780003013342,1.9640670508679507,79.26,22.67317554122473,0.6004400000000002,Yes,Yes,Yes,Yes,Yes
187,Yes,329.0,17.92546914460006,75.0,2.061517048287144,388.6806,51.791857289434724,1.7849645362594235,78.936,21.215509751399956,0.5515700000000001,Yes,Yes,Yes,Yes,Yes
188,Yes,227.0,20.473813661557045,75.0,4.065759915748041,264.86814,48.46059443553028,3.56973720602678,78.612,23.866734061550282,0.5026999999999999,Yes,Yes,Yes,Yes,Yes
189,Yes,360.0,10.265890059783576,75.0,6.8942240941520465,414.8064,52.35690896896118,6.136893577409444,78.288,11.784215199625569,0.45383000000000007,Yes,Yes,Yes,Yes,Yes
190,Yes,276.0,16.928531907628834,75.0,9.381991490590435,313.99416,49.93843141347956,8.46537092195975,77.964,19.13059533817319,0.40496,Yes,Yes,Yes,Yes,Yes
191,Yes,363.0,20.697941241029323,75.0,0.9319902998581941,407.67804,52.20634636719957,0.8522585297053256,77.64,23.021492124747272,0.35608999999999996,Yes,Yes,Yes,Yes,Yes
192,Yes,329.0,24.53963532783484,75.0,5.9025756468052,364.6965,51.23863190800962,4.583940247308919,77.316,26.857158488195566,0.45722000000000007,Yes,Yes,Yes,Yes,Yes
193,Yes,355.0,12.887887590794165,75.0,9.182542956964642,388.3416,51.78427831222113,7.242730757305863,80.992,13.875357538000815,0.46168333333333333,Yes,Yes,Yes,Yes,Yes
194,Yes,250.0,1.8884706722938283,75.0,0.8423730888651442,269.835,48.62196561694873,0.6746566068720941,80.668,1.9995127478247054,0.4128133333333333,Yes,Yes,Yes,Yes,Yes
195,Yes,239.0,13.054987603191183,75.0,9.971898118691692,254.47764000000004,48.112992570294075,8.10765176540228,80.344,16.462078267872016,0.5839433333333333,Yes,Yes,Yes,Yes,Yes
196,Yes,295.0,15.16433030342961,75.0,2.0577283332847887,309.80310000000003,49.82171518299944,1.6980374206266076,80.02,18.851688860011556,0.5350733333333335,Yes,Yes,Yes,Yes,Yes
197,Yes,395.0,21.872807520693172,75.0,6.4952702663091575,480.162,53.62775574068731,5.4388145574939735,79.696,26.80162596740617,0.6662033333333331,Yes,Yes,Yes,Yes,Yes
198,Yes,241.0,21.9805689773034,75.0,8.112056786380979,289.44581999999997,49.23134564264153,6.891192240030642,79.372,26.541976651473405,0.6173333333333333,Yes,Yes,Yes,Yes,Yes
199,Yes,338.0,11.567349034496251,75.0,1.010588522704481,401.0167200000001,52.06324960962842,0.8707736005883161,79.048,13.76167514634019,0.5684633333333335,Yes,Yes,Yes,Yes,Yes
200,Yes,399.0,13.622826083381474,75.0,8.48802680306603,467.57214000000005,53.39697252179231,7.416837820519097,78.724,15.964317430593082,0.5195933333333335,Yes,Yes,Yes,Yes,Yes
201,Yes,335.0,11.966273787381812,75.0,8.10798336403328,387.6888,51.76966509579772,7.183267861365285,78.4,13.809797927065857,0.47072333333333366,Yes,Yes,Yes,Yes,Yes
202,Yes,200.0,18.338651861695425,75.0,1.3130238266489915,228.54000000000002,47.179244460891795,1.1792266987134594,78.076,20.83710979133281,0.4218533333333333,Yes,Yes,Yes,Yes,Yes
203,Yes,353.0,10.839486873912746,75.0,9.428578544138743,398.22636,52.00260008236839,8.58236361980229,77.752,12.123098909521493,0.3729833333333334,Yes,Yes,Yes,Yes,Yes
204,Yes,282.0,16.71475183426561,75.0,0.6013132390610355,314.01828,49.9390986093656,0.46445434585074385,77.428,18.39625586879273,0.47411333333333316,Yes,Yes,Yes,Yes,Yes
205,Yes,325.0,4.704669250517172,75.0,9.248904082785945,357.162,51.05730492436355,7.256227698149714,77.104,5.094121771074985,0.4252433333333333,Yes,Yes,Yes,Yes,Yes
206,Yes,204.0,12.267774423633567,75.0,4.388248134662848,221.21352000000002,46.89623332805659,3.4961172888858907,80.78,13.064689050192804,0.4297066666666669,Yes,Yes,Yes,Yes,Yes
207,Yes,228.0,24.260887133781214,75.0,7.271865386593991,243.91440000000003,47.74474881118904,5.881848317946551,80.456,30.741940522699522,0.6008366666666665,Yes,Yes,Yes,Yes,Yes
208,Yes,292.0,9.12546961723436,75.0,5.011651273011228,308.12424,49.77451730837981,4.114565695142218,80.132,11.400631702203231,0.5519666666666667,Yes,Yes,Yes,Yes,Yes
209,Yes,278.0,17.62491036608517,75.0,3.8890214418158515,339.33792,50.612647869387445,3.240138214248877,79.80799999999999,21.70507711583389,0.6830966666666667,Yes,Yes,Yes,Yes,Yes
210,Yes,261.0,16.596079661902543,75.0,4.323973782440956,314.78166000000004,49.960188425911866,3.65505503829734,79.484,20.142329964057883,0.6342266666666672,Yes,Yes,Yes,Yes,Yes
211,Yes,214.0,21.442367016416593,75.0,3.604038201463888,254.97672000000003,48.130010601849634,3.0902825558452114,79.16,25.642069020251952,0.5853566666666667,Yes,Yes,Yes,Yes,Yes
212,Yes,261.0,21.45619207758143,75.0,9.092211737132041,307.1709,49.747601403749584,7.906587326610025,78.836,25.27625251507403,0.5364866666666666,Yes,Yes,Yes,Yes,Yes
213,Yes,345.0,21.624212420038397,75.0,2.8223195133399965,401.0004,52.062896116628394,2.4885802308875418,78.512,25.08884373397695,0.4876166666666669,Yes,Yes,Yes,Yes,Yes
214,Yes,220.0,10.120225540543721,75.0,4.515513163401899,252.5028,48.04532396733575,4.036417216764957,78.188,11.561345657517148,0.43874666666666673,Yes,Yes,Yes,Yes,Yes
215,Yes,221.0,8.599867694401592,75.0,1.5714509497808622,250.42836,47.97367018837793,1.4238131330489503,77.864,9.671239211770143,0.3898766666666667,Yes,Yes,Yes,Yes,Yes
216,Yes,387.0,18.249218205351593,75.0,6.17965511999911,432.8904600000001,52.72756029953824,5.674159331183183,77.54,20.19750474095493,0.341006666666667,Yes,Yes,Yes,Yes,Yes
217,Yes,324.0,19.225643424024728,75.0,6.208073928455034,357.696,51.07028167199584,4.844470490069886,77.216,20.935572150157483,0.4421366666666664,Yes,Yes,Yes,Yes,Yes
218,Yes,217.0,21.937192417564873,75.0,6.508056164693394,236.40414,47.47310155614811,5.157634510519515,80.892,23.497365542302088,0.4466,Yes,Yes,Yes,Yes,Yes
219,Yes,394.0,1.8615783961044778,75.0,5.039026938965342,423.48696,52.53680084175323,4.054653026438463,80.568,1.9608005246168467,0.3977299999999999,Yes,Yes,Yes,Yes,Yes
220,Yes,336.0,2.6420979323572347,75.0,8.839507884173228,356.24736,51.0350330930791,7.220110039792693,80.244,3.317101112115862,0.5688600000000004,Yes,Yes,Yes,Yes,Yes
221,Yes,396.0,16.147864404511374,75.0,4.8424062066055304,485.36928000000006,53.72144570985317,4.014112624965654,79.92,19.985565858887547,0.6999900000000002,Yes,Yes,Yes,Yes,Yes
222,Yes,232.0,23.102298370727123,75.0,0.9684433554841742,280.97520000000003,48.97335978041753,0.8145577062977389,79.596,28.181107644547772,0.6511200000000001,Yes,Yes,Yes,Yes,Yes
223,Yes,232.0,24.93822215094917,75.0,3.891851232637737,277.59264,48.86815894388684,3.32072206424815,79.272,29.97624178988392,0.60225,Yes,Yes,Yes,Yes,Yes
224,Yes,368.0,18.92239280171025,75.0,4.250424729843678,434.95392,52.76886498508069,3.678317561206719,78.948,22.40789755578528,0.55338,Yes,Yes,Yes,Yes,Yes
225,Yes,321.0,11.415315326155016,75.0,6.462260003820508,374.72256,51.47419680762313,5.670956266352688,78.624,13.314595490120686,0.5045099999999997,Yes,Yes,Yes,Yes,Yes
226,Yes,340.0,3.362635033196751,75.0,7.99225962464183,391.9452,51.864507003608715,7.110713388043836,78.3,3.8621880937284603,0.45563999999999993,Yes,Yes,Yes,Yes,Yes
227,Yes,242.0,16.20994789073899,75.0,2.566562775853786,275.44440000000003,48.800678945054756,2.3146546394037366,77.976,18.32923647797421,0.40677000000000035,Yes,Yes,Yes,Yes,Yes
228,Yes,267.0,21.941901582570175,75.0,9.941464045952737,300.00654000000003,49.54261444472345,9.086498138000803,77.652,24.419581109274002,0.3579000000000001,Yes,Yes,Yes,Yes,Yes
229,Yes,335.0,11.648285239880938,75.0,5.482201161004438,371.52840000000003,51.39984034534312,4.255010431113595,77.328,12.756037166193616,0.45903000000000016,Yes,Yes,Yes,Yes,Yes
230,Yes,355.0,17.65602790703763,75.0,0.2933468348912574,388.5333,51.78856493565925,0.2312453099447782,77.004,19.020485743693502,0.41016000000000036,Yes,Yes,Yes,Yes,Yes
231,Yes,308.0,22.682177489211664,75.0,3.88673103035216,332.60303999999996,50.43852428727863,3.1111338532453865,80.68,24.03085976272019,0.41462333333333334,Yes,Yes,Yes,Yes,Yes
232,Yes,254.0,2.103783248253106,75.0,7.162369618976189,270.5862,48.64611287282432,5.8201415523800515,80.356,2.654217097326049,0.5857533333333336,Yes,Yes,Yes,Yes,Yes
233,Yes,338.0,20.10744316389308,75.0,4.848875944992351,355.14336000000003,51.008073984423476,3.9991104356324416,80.032,25.01003995611349,0.5368833333333333,Yes,Yes,Yes,Yes,Yes
234,Yes,393.0,8.040826623165012,75.0,7.8362075477713855,477.94302,53.58752246886891,6.558122096729872,79.708,9.858053440000305,0.6680133333333333,Yes,Yes,Yes,Yes,Yes
235,Yes,386.0,9.996186154607557,75.0,3.5059377859197736,463.80215999999996,53.32665533769511,2.976716477135184,79.384,12.077192188273758,0.6191433333333332,Yes,Yes,Yes,Yes,Yes
236,Yes,376.0,4.493675096785562,75.0,5.699946038974026,446.30448000000007,52.99262492612333,4.908793528764432,79.06,5.349091088209661,0.5702733333333332,Yes,Yes,Yes,Yes,Yes
237,Yes,251.0,13.74799163557024,75.0,3.2838837448133127,294.2724,49.37499062494872,2.8679798685327067,78.736,16.120070112371533,0.5214033333333337,Yes,Yes,Yes,Yes,Yes
238,Yes,382.0,14.582273485982483,75.0,2.777313279212841,442.28724000000005,52.91408820283291,2.4593109087429714,78.412,16.838442839733695,0.47253333333333347,Yes,Yes,Yes,Yes,Yes
239,Yes,279.0,20.020467373142875,75.0,0.358023380912005,318.96396,50.07483229077628,0.3213796878756613,78.088,22.761269356526135,0.42366333333333317,Yes,Yes,Yes,Yes,Yes
240,Yes,302.0,5.079607577634336,75.0,6.011451892318576,340.85532,50.65140153533336,5.469218931631441,77.764,5.684487247979034,0.3747933333333333,Yes,Yes,Yes,Yes,Yes
241,Yes,371.0,2.8952404158398712,75.0,0.39010425931268344,413.32367999999997,52.32580574893102,0.301140982976426,77.44,3.1884124603478172,0.4759233333333334,Yes,Yes,Yes,Yes,Yes
242,Yes,366.0,21.900150367476517,75.0,8.125824720468588,402.41700000000003,52.093526381824404,6.37145916331942,77.116,23.727498914138756,0.42705333333333334,Yes,Yes,Yes,Yes,Yes
243,Yes,295.0,15.87304884489797,75.0,2.8812333865467683,320.05140000000006,50.10439462538356,2.294182084037864,80.792,16.914638310100177,0.43151666666666716,Yes,Yes,Yes,Yes,Yes
244,Yes,312.0,6.779915004551513,75.0,8.105673447371721,333.94608,50.473526997975775,6.5526264148553,80.468,8.59557624277041,0.6026466666666668,Yes,Yes,Yes,Yes,Yes
245,Yes,332.0,22.907896384565316,75.0,4.769675414572505,350.51232,50.8940657478501,3.913757161427469,80.144,28.634412322778957,0.5537766666666668,Yes,Yes,Yes,Yes,Yes
246,Yes,315.0,4.434825283084232,75.0,3.6385856374482612,384.6717,51.70180473544594,3.029850260303167,79.82,5.464414320805067,0.6849066666666664,Yes,Yes,Yes,Yes,Yes
247,Yes,230.0,12.06759792051994,75.0,5.881490306527145,277.51800000000003,48.86582313995957,4.968977085469459,79.496,14.654166858804185,0.6360366666666668,Yes,Yes,Yes,Yes,Yes
248,Yes,263.0,7.095456145925015,75.0,2.404345066416268,313.50126,49.924785813060225,2.060523721918742,79.172,8.489855187722199,0.5871666666666666,Yes,Yes,Yes,Yes,Yes
249,Yes,257.0,7.127840995819697,75.0,1.680285601998343,302.60208,49.617438178265346,1.4604202309768601,78.848,8.401586181772677,0.5382966666666664,Yes,Yes,Yes,Yes,Yes
250,Yes,216.0,1.225538354916905,75.0,2.5537848346155716,251.17776,47.99962366174347,2.2506505747467034,78.524,1.4227029654559369,0.4894266666666669,Yes,Yes,Yes,Yes,Yes
251,Yes,286.0,20.311193847403512,75.0,2.4874126720325447,328.40808,50.32827667517494,2.222378851827477,78.2,23.216913239213056,0.44055666666666654,Yes,Yes,Yes,Yes,Yes
252,Yes,205.0,22.629026166373194,75.0,5.383526689419322,232.40850000000003,47.325040153848626,4.875321769938139,77.876,25.463085403449774,0.3916866666666669,Yes,Yes,Yes,Yes,Yes
253,Yes,350.0,17.262661256777903,75.0,7.933248399800575,391.69200000000006,51.85889403032748,7.280738718916978,77.552,19.11701632898099,0.3428166666666672,Yes,Yes,Yes,Yes,Yes
254,Yes,341.0,4.791414929722887,75.0,7.396895361345229,376.64814,51.518716541984006,5.768838692313144,77.228,5.220725707426058,0.4439466666666667,Yes,Yes,Yes,Yes,Yes
255,Yes,258.0,11.601514806491547,75.0,7.66409226480336,281.20968,48.98060532398474,6.070344278337502,80.904,12.434271539301509,0.44840999999999975,Yes,Yes,Yes,Yes,Yes
256,Yes,350.0,9.29357498663396,75.0,9.483244534374585,376.383,51.51259999048573,7.626425254544041,80.58,9.79505629291273,0.39954,Yes,Yes,Yes,Yes,Yes
257,Yes,256.0,15.101720923034115,75.0,5.799351875337961,271.5648,48.677469527450945,4.734300903432144,80.256,18.969875720260074,0.57067,Yes,Yes,Yes,Yes,Yes
258,Yes,201.0,16.334528856640294,75.0,9.828379894004524,246.47022,47.835289054741395,8.142812742182747,79.932,20.22737377375481,0.7018000000000004,Yes,Yes,Yes,Yes,Yes
259,Yes,218.0,11.183414523061543,75.0,3.945382963959618,264.13752,48.43660191823888,3.316686188652653,79.608,13.649357425396616,0.6529300000000002,Yes,Yes,Yes,Yes,Yes
260,Yes,381.0,7.00235738578483,75.0,9.358539717706295,456.07986,53.18081789366836,7.9809626712599275,79.284,8.4215951807357,0.6040600000000003,Yes,Yes,Yes,Yes,Yes
261,Yes,361.0,21.287294203422366,75.0,9.916265017298512,426.87528,52.606020117843464,8.57707342671235,78.96,25.222463409867025,0.5551899999999996,Yes,Yes,Yes,Yes,Yes
262,Yes,215.0,5.781207978613416,75.0,1.8197491105153678,251.09849999999997,47.996882367068594,1.5961019448330291,78.636,6.746900959361001,0.5063199999999999,Yes,Yes,Yes,Yes,Yes
263,Yes,258.0,10.232637975216292,75.0,2.4418562141503624,297.55656000000005,49.471390585237344,2.17142063843321,78.312,11.759552213878068,0.45745,Yes,Yes,Yes,Yes,Yes
264,Yes,217.0,12.596993465421187,75.0,3.248243246089527,247.10658,47.85768620060682,2.9279664620250996,77.988,14.252238406777531,0.40858000000000005,Yes,Yes,Yes,Yes,Yes
265,Yes,208.0,6.692936846261791,75.0,7.407240501094632,233.82528000000002,47.377829261493865,6.7668845597750025,77.664,7.453120613260205,0.3597099999999999,Yes,Yes,Yes,Yes,Yes
266,Yes,284.0,14.726144616417734,75.0,3.6519530136019136,315.12072,49.96953920190072,2.832819952651005,77.34,16.136320224885896,0.46083999999999986,Yes,Yes,Yes,Yes,Yes
267,Yes,218.0,14.79548632428748,75.0,5.956468698972799,238.71,47.557412255614835,4.692803864485721,77.016,15.948646528402449,0.41197000000000006,Yes,Yes,Yes,Yes,Yes
268,Yes,331.0,24.82460904704554,75.0,7.064183540907145,357.61902000000003,51.06841217459058,5.651346832725716,80.69200000000001,26.317064542953915,0.4164333333333333,Yes,Yes,Yes,Yes,Yes
269,Yes,260.0,8.085538093198464,75.0,3.581653269982572,277.1184,48.853307257122005,2.908839703216346,80.368,10.20637473504442,0.5875633333333332,Yes,Yes,Yes,Yes,Yes
270,Yes,271.0,24.4706676298447,75.0,5.7197485177196885,284.89146,49.09358861761059,4.71478870315634,80.044,30.453256451989137,0.5386933333333332,Yes,Yes,Yes,Yes,Yes
271,Yes,371.0,16.797515582288337,75.0,1.506812675109341,451.38828,53.09100557434724,1.2603734620952085,79.72,20.60484046416981,0.669823333333333,Yes,Yes,Yes,Yes,Yes
272,Yes,324.0,7.587529124277466,75.0,9.488848209854314,389.4804,51.80971214717949,8.052236590882371,79.396,9.172108706591573,0.6209533333333335,Yes,Yes,Yes,Yes,Yes
273,Yes,254.0,14.582296406936775,75.0,8.383298723260026,301.63008,49.58949298577254,7.215924376046067,79.072,17.36780666658984,0.5720833333333335,Yes,Yes,Yes,Yes,Yes
274,Yes,338.0,17.459187825616294,75.0,8.122971514821804,396.45372000000003,51.96384994547027,7.0905418352879535,78.748,20.483119157013036,0.5232133333333335,Yes,Yes,Yes,Yes,Yes
275,Yes,233.0,18.872052187967803,75.0,9.70683831254426,269.89788,48.623989465275,8.591037248517297,78.424,21.804391656934243,0.4743433333333335,Yes,Yes,Yes,Yes,Yes
276,Yes,385.0,2.177062018623998,75.0,5.467033555057834,440.3553,52.87606455528572,4.9050225055978895,78.1,2.4765386699059158,0.42547333333333326,Yes,Yes,Yes,Yes,Yes
277,Yes,346.0,15.553755833835389,75.0,1.8380119998404427,390.7032,51.83693936535317,1.6713962120549066,77.776,17.41616255737884,0.3766033333333333,Yes,Yes,Yes,Yes,Yes
278,Yes,347.0,12.921454876572888,75.0,0.47584103788098714,386.77313999999996,51.74912612544649,0.36711136072518163,77.452,14.238409557593197,0.4777333333333331,Yes,Yes,Yes,Yes,Yes
279,Yes,321.0,22.69972698144941,75.0,0.6560629703325869,353.11284000000006,50.958270196051636,0.5141237467011317,77.128,24.60877402058931,0.4288633333333337,Yes,Yes,Yes,Yes,Yes
280,Yes,262.0,7.868659635020668,75.0,6.056461585806374,284.39052000000004,49.07830230667437,4.819732129984712,80.804,8.390194395629837,0.43332666666666686,Yes,Yes,Yes,Yes,Yes
281,Yes,400.0,20.17264286818237,75.0,0.2972870998966708,428.35200000000003,52.636015979747754,0.24019311236151517,80.48,25.58819057257461,0.6044566666666671,Yes,Yes,Yes,Yes,Yes
282,Yes,321.0,15.569559955942383,75.0,4.832090982845177,339.0723,50.605846243894376,3.962797815031329,80.156,19.471914463299782,0.5555866666666668,Yes,Yes,Yes,Yes,Yes
283,Yes,304.0,9.455702940047598,75.0,3.384166536384614,371.40288,51.39690534204714,2.816472599906095,79.832,11.657179698549479,0.6867166666666665,Yes,Yes,Yes,Yes,Yes
284,Yes,248.0,16.278829072141406,75.0,6.179934199858437,299.37072,49.524186436890034,5.218336438360465,79.508,19.778777322651806,0.6378466666666662,Yes,Yes,Yes,Yes,Yes
285,Yes,224.0,15.9013879151273,75.0,8.083809591769029,267.13344,48.534565135826035,6.924187105829762,79.184,19.036823584232103,0.5889766666666668,Yes,Yes,Yes,Yes,Yes
286,Yes,224.0,17.266347006960626,75.0,3.4735145382410475,263.86752,48.427718706038135,3.0174420793699985,78.86,20.36323900612908,0.5401066666666664,Yes,Yes,Yes,Yes,Yes
287,Yes,368.0,18.302281040097018,75.0,1.856852739273978,428.1312,52.631537562717334,1.6356087353894835,78.536,21.25883151931429,0.49123666666666654,Yes,Yes,Yes,Yes,Yes
288,Yes,310.0,16.820356967602088,75.0,8.044002001422735,356.13419999999996,51.032273630075274,7.183293787270503,78.212,19.23777867098586,0.4423666666666666,Yes,Yes,Yes,Yes,Yes
289,Yes,290.0,21.120090807100397,75.0,8.695349271621772,328.92960000000005,50.34205913813825,7.870595393208446,77.888,23.77911023971434,0.39349666666666716,Yes,Yes,Yes,Yes,Yes
290,Yes,308.0,16.07795448848556,75.0,0.6896040321658373,344.85528000000005,50.75273759517892,0.6325737787057225,77.564,17.81565980960108,0.3446266666666669,Yes,Yes,Yes,Yes,Yes
291,Yes,305.0,22.68168889775123,75.0,1.562348987962535,337.0494,50.5538711672846,1.2177729186673978,77.24,24.728938137662258,0.4457566666666667,Yes,Yes,Yes,Yes,Yes
292,Yes,319.0,16.512174613372547,75.0,7.076493783150011,347.8695,50.828327059438,5.601752478741549,80.916,17.708316542365257,0.45022000000000006,Yes,Yes,Yes,Yes,Yes
293,Yes,386.0,8.414389214863267,75.0,1.502361377077016,415.30512,52.36734570498306,1.2075229568256516,80.592,8.873983153779099,0.40135,Yes,Yes,Yes,Yes,Yes
