spec,target_reached,target_gain_linear,target_ugbw_mhz,target_pm_deg,target_ibias_ma,output_gain_linear,output_gain_db,output_ibias_ma,output_pm_deg,output_ugbw_mhz,fom,gain_pass,ugbw_pass,pm_pass,ibias_pass,complete_pass
130,Yes,(235.0)270.25,(19.2)22.13,(75.0)75.0,(4.6)5.33,300.642315,49.561002138301895,4.125203381692271,77.404,24.32238214287987,0.4704933333333333,Yes,Yes,Yes,Yes,Yes
131,Yes,(263.0)302.45,(5.9)6.77,(75.0)75.0,(7.5)8.63,332.05380599999995,50.42416924971591,6.778303630395043,77.08,7.319545551517526,0.42162333333333324,Yes,Yes,Yes,Yes,Yes
132,Yes,(390.0)448.50,(14.2)16.31,(75.0)75.0,(5.8)6.73,485.8600499999999,53.730223810531996,5.365513897520602,80.756,17.346332562901534,0.4260866666666666,Yes,Yes,Yes,Yes,Yes
133,Yes,(343.0)394.45,(23.3)26.75,(75.0)75.0,(5.1)5.87,421.55660400000005,52.49711794478422,4.752661700386608,80.432,33.865454862046484,0.5972166666666671,Yes,Yes,Yes,Yes,Yes
134,Yes,(337.0)387.55,(11.5)13.24,(75.0)75.0,(6.4)7.37,408.531957,52.22452068889468,6.05715685506383,80.108,16.52602127154905,0.5483466666666668,Yes,Yes,Yes,Yes,Yes
135,Yes,(267.0)307.05,(17.8)20.42,(75.0)75.0,(4.0)4.60,374.4658979999999,51.46824546688984,3.8405412173622864,79.784,25.12236789478418,0.6794766666666667,Yes,Yes,Yes,Yes,Yes
136,Yes,(391.0)449.65,(3.9)4.50,(75.0)75.0,(6.0)6.85,541.819257,54.67708872786755,5.799629089336765,79.46,5.45726868934396,0.6306066666666668,Yes,Yes,Yes,Yes,Yes
137,Yes,(349.0)401.35,(24.4)28.01,(75.0)75.0,(0.7)0.82,477.76704,53.5843237102919,0.707357995848324,79.136,33.45769420745744,0.5817366666666667,Yes,Yes,Yes,Yes,Yes
138,Yes,(309.0)355.35,(15.6)17.95,(75.0)75.0,(6.7)7.66,417.827637,52.41994325571177,6.665352448229474,78.812,21.127840519247833,0.5328666666666665,Yes,Yes,Yes,Yes,Yes
139,Yes,(349.0)401.35,(6.7)7.75,(75.0)75.0,(1.4)1.60,466.063674,53.36890508820982,1.4149884318656651,78.488,8.986817482925785,0.4839966666666666,Yes,Yes,Yes,Yes,Yes
140,Yes,(302.0)347.30,(4.8)5.52,(75.0)75.0,(3.0)3.44,398.23501799999997,52.00278892374744,3.074292576522845,78.164,6.300173482274538,0.43512666666666683,Yes,Yes,Yes,Yes,Yes
141,Yes,(292.0)335.80,(14.2)16.35,(75.0)75.0,(8.5)9.80,380.15246399999995,51.59915619518675,8.89051572151889,77.84,18.368846674960604,0.3862566666666668,Yes,Yes,Yes,Yes,Yes
142,Yes,(256.0)294.40,(14.3)16.39,(75.0)75.0,(9.3)10.66,328.992,50.34370674938871,9.795756422492287,77.516,18.120526014432297,0.33738666666666695,Yes,Yes,Yes,Yes,Yes
143,Yes,(235.0)270.25,(3.2)3.72,(75.0)75.0,(4.0)4.59,298.06413000000003,49.486194295534176,3.5849735611570126,77.192,4.048745885339543,0.4385166666666668,Yes,Yes,Yes,Yes,Yes
144,Yes,(330.0)379.50,(24.8)28.54,(75.0)75.0,(8.3)9.59,413.02502999999996,52.31952742835773,7.605674908856911,80.868,30.528130581210164,0.44298000000000004,Yes,Yes,Yes,Yes,Yes
145,Yes,(326.0)374.90,(22.9)26.35,(75.0)75.0,(3.3)3.83,402.552624,52.09645323787535,3.0847523147598257,80.544,27.71637467047059,0.39411000000000024,Yes,Yes,Yes,Yes,Yes
146,Yes,(223.0)256.45,(12.1)13.89,(75.0)75.0,(4.6)5.27,271.626711,48.67944949990936,4.3089912911206945,80.22,17.415217950586058,0.56524,Yes,Yes,Yes,Yes,Yes
147,Yes,(393.0)451.95,(3.8)4.39,(75.0)75.0,(2.4)2.77,553.45797,54.86169291657505,2.302554767107777,79.896,5.430086525924587,0.69637,Yes,Yes,Yes,Yes,Yes
148,Yes,(212.0)243.80,(21.0)24.12,(75.0)75.0,(9.4)10.86,295.002876,49.396524999213526,9.141905624581112,79.572,29.38723156278433,0.6475000000000002,Yes,Yes,Yes,Yes,Yes
149,Yes,(228.0)262.20,(13.0)14.91,(75.0)75.0,(1.4)1.66,313.444368,49.9232094159611,1.42184659422773,79.248,17.89663033065325,0.5986300000000001,Yes,Yes,Yes,Yes,Yes
150,Yes,(239.0)274.85,(18.2)20.93,(75.0)75.0,(7.7)8.88,324.55937099999994,50.22588306058217,7.695446224049469,78.924,24.75561048607708,0.5497599999999999,Yes,Yes,Yes,Yes,Yes
151,Yes,(360.0)414.00,(13.2)15.19,(75.0)75.0,(1.2)1.36,482.83991999999995,53.67606338588015,1.190875760104866,78.6,17.702932464602036,0.5008900000000002,Yes,Yes,Yes,Yes,Yes
152,Yes,(240.0)276.00,(7.6)8.70,(75.0)75.0,(1.1)1.32,317.8692,50.0449689780457,1.1737337496689852,78.276,9.977003806747291,0.45201999999999964,Yes,Yes,Yes,Yes,Yes
153,Yes,(374.0)430.10,(21.0)24.19,(75.0)75.0,(4.6)5.23,489.075312,53.78751481304889,4.7243773036345225,77.952,27.318841153725153,0.40315,Yes,Yes,Yes,Yes,Yes
154,Yes,(308.0)354.20,(24.5)28.20,(75.0)75.0,(3.2)3.69,397.603668,51.989007644526225,3.3762270913948056,77.628,31.352402167412773,0.35428000000000015,Yes,Yes,Yes,Yes,Yes
155,Yes,(352.0)404.80,(6.8)7.88,(75.0)75.0,(1.3)1.49,448.502208,53.0352917087998,1.1574841623525303,77.304,8.61567553633347,0.4554100000000003,Yes,Yes,Yes,Yes,Yes
156,Yes,(216.0)248.40,(14.2)16.36,(75.0)75.0,(3.6)4.19,271.59559199999995,48.67845434121116,3.3099857498198704,80.98,17.60799515052056,0.45987333333333336,Yes,Yes,Yes,Yes,Yes
157,Yes,(298.0)342.70,(10.2)11.74,(75.0)75.0,(7.7)8.89,369.70475999999996,51.35710084421441,7.120222240553513,80.656,12.419361631982564,0.4110033333333335,Yes,Yes,Yes,Yes,Yes
158,Yes,(297.0)341.55,(23.1)26.59,(75.0)75.0,(4.6)5.26,363.4843409999999,51.209714121575075,4.279071761496851,80.332,33.516396721520195,0.5821333333333334,Yes,Yes,Yes,Yes,Yes
159,Yes,(352.0)404.80,(13.2)15.18,(75.0)75.0,(4.7)5.39,497.758272,53.94036972171786,4.450419443031817,80.008,18.857979895395115,0.7132633333333335,Yes,Yes,Yes,Yes,Yes
160,Yes,(319.0)366.85,(22.1)25.42,(75.0)75.0,(8.5)9.82,445.744761,52.98172494913352,8.227623013047573,79.684,31.1306364770169,0.6643933333333333,Yes,Yes,Yes,Yes,Yes
161,Yes,(335.0)385.25,(21.7)25.00,(75.0)75.0,(1.0)1.14,462.48491999999993,53.30195152993093,0.9727183167770657,79.36,30.168052471931816,0.6155233333333334,Yes,Yes,Yes,Yes,Yes
162,Yes,(264.0)303.60,(7.6)8.77,(75.0)75.0,(8.1)9.31,360.03923999999995,51.12699672572152,8.025711984013203,79.036,10.43314624710194,0.5666533333333335,Yes,Yes,Yes,Yes,Yes
163,Yes,(341.0)392.15,(20.0)22.95,(75.0)75.0,(3.1)3.58,459.333138,53.24255556332887,3.1284927669426295,78.712,26.88438371740495,0.5177833333333336,Yes,Yes,Yes,Yes,Yes
164,Yes,(202.0)232.30,(11.0)12.60,(75.0)75.0,(7.1)8.14,268.710702,48.58569927038196,7.213580100651043,78.388,14.535620720545753,0.4689133333333335,Yes,Yes,Yes,Yes,Yes
165,Yes,(374.0)430.10,(23.4)26.94,(75.0)75.0,(6.1)6.98,491.243016,53.8259277812891,6.275112710072438,78.064,30.587137628784692,0.4200433333333334,Yes,Yes,Yes,Yes,Yes
166,Yes,(384.0)441.60,(13.2)15.16,(75.0)75.0,(2.2)2.56,497.939328,53.94352857728131,2.3341347444054366,77.74,16.949220660558847,0.3711733333333335,Yes,Yes,Yes,Yes,Yes
167,Yes,(229.0)263.35,(20.7)23.80,(75.0)75.0,(8.6)9.87,293.10855,49.34056974056416,7.6257779505033065,77.416,26.175454175986562,0.4723033333333334,Yes,Yes,Yes,Yes,Yes
168,Yes,(374.0)430.10,(7.8)8.96,(75.0)75.0,(1.6)1.80,472.4304419999999,53.48675748952619,1.4158781499420496,77.092,9.69185188828434,0.4234333333333331,Yes,Yes,Yes,Yes,Yes
169,Yes,(337.0)387.55,(8.2)9.39,(75.0)75.0,(7.1)8.21,420.042192,52.46585832378973,6.545818731689291,80.768,9.993927549173735,0.4278966666666668,Yes,Yes,Yes,Yes,Yes
170,Yes,(392.0)450.80,(15.1)17.35,(75.0)75.0,(9.7)11.14,482.022408,53.66134455915652,9.015791414680564,80.444,21.972770872453186,0.5990266666666666,Yes,Yes,Yes,Yes,Yes
171,Yes,(268.0)308.20,(25.0)28.72,(75.0)75.0,(4.0)4.63,325.052376,50.23906689804483,3.8002274828905724,80.12,35.86114609252004,0.550156666666667,Yes,Yes,Yes,Yes,Yes
172,Yes,(396.0)455.40,(12.8)14.66,(75.0)75.0,(0.6)0.67,555.6335399999999,54.89576906806747,0.5604315984641403,79.796,18.049128310064603,0.6812866666666668,Yes,Yes,Yes,Yes,Yes
173,Yes,(364.0)418.60,(4.6)5.25,(75.0)75.0,(3.1)3.52,504.63067199999995,54.05947287747645,2.9747577388738407,79.472,6.369851317624666,0.6324166666666666,Yes,Yes,Yes,Yes,Yes
174,Yes,(287.0)330.05,(13.9)16.01,(75.0)75.0,(8.2)9.45,393.069747,51.889392384081,8.10863082479702,79.148,19.140917578618087,0.5835466666666669,Yes,Yes,Yes,Yes,Yes
175,Yes,(228.0)262.20,(9.3)10.68,(75.0)75.0,(1.8)2.09,308.441592,49.78345872079281,1.8223059214112247,78.824,12.569026930586164,0.5346766666666667,Yes,Yes,Yes,Yes,Yes
176,Yes,(275.0)316.25,(14.2)16.38,(75.0)75.0,(9.5)10.95,367.41292500000003,51.303088600497844,9.664165648156843,78.5,18.99697953982618,0.4858066666666669,Yes,Yes,Yes,Yes,Yes
177,Yes,(311.0)357.65,(14.0)16.15,(75.0)75.0,(8.6)9.84,410.29607999999996,52.26194735408348,8.80455007523922,78.176,18.437582186275215,0.4369366666666666,Yes,Yes,Yes,Yes,Yes
178,Yes,(240.0)276.00,(11.9)13.72,(75.0)75.0,(5.6)6.44,312.60312,49.89986616541138,5.841969685944545,77.852,15.4173854413653,0.38806666666666667,Yes,Yes,Yes,Yes,Yes
179,Yes,(316.0)363.40,(8.7)10.03,(75.0)75.0,(5.5)6.38,406.29573600000003,52.17684529017145,5.859265776428345,77.528,11.095349787638138,0.33919666666666687,Yes,Yes,Yes,Yes,Yes
180,Yes,(200.0)230.00,(5.5)6.36,(75.0)75.0,(1.0)1.19,253.79579999999999,48.08968861585798,0.9318436350953198,77.204,6.917984305119936,0.44032666666666687,Yes,Yes,Yes,Yes,Yes
181,Yes,(384.0)441.60,(17.7)20.40,(75.0)75.0,(1.1)1.28,480.849408,53.64018171397531,1.0111818647022572,80.88,21.838408004527782,0.4447899999999999,Yes,Yes,Yes,Yes,Yes
182,Yes,(384.0)441.60,(14.7)16.93,(75.0)75.0,(8.0)9.15,474.41087999999996,53.523092809054155,7.368697009212629,80.556,17.82289512810802,0.3959199999999996,Yes,Yes,Yes,Yes,Yes
183,Yes,(267.0)307.05,(6.6)7.60,(75.0)75.0,(1.3)1.50,325.38702599999993,50.24800465063153,1.2240323577958854,80.232,9.532018668321285,0.56705,Yes,Yes,Yes,Yes,Yes
184,Yes,(328.0)377.20,(19.6)22.56,(75.0)75.0,(0.7)0.82,462.122808,53.29514807169848,0.6777057801342271,79.908,27.900569033258822,0.6981800000000001,Yes,Yes,Yes,Yes,Yes
185,Yes,(395.0)454.25,(2.0)2.35,(75.0)75.0,(7.8)9.01,549.89688,54.80562511185444,7.579192457324974,79.584,2.8707610295311805,0.6493100000000005,Yes,Yes,Yes,Yes,Yes
186,Yes,(245.0)281.75,(18.9)21.70,(75.0)75.0,(2.3)2.65,336.96736500000003,50.551756837205645,2.258677108498143,79.26,26.074151872408436,0.6004400000000003,Yes,Yes,Yes,Yes,Yes
187,Yes,(329.0)378.35,(17.9)20.61,(75.0)75.0,(2.1)2.37,446.98268999999993,53.00581409650696,2.052709216698337,78.936,24.39783621410995,0.5515700000000002,Yes,Yes,Yes,Yes,Yes
188,Yes,(227.0)261.05,(20.5)23.54,(75.0)75.0,(4.1)4.68,304.59836099999995,49.67455124260251,4.1051977869307965,78.612,27.446744170782814,0.5026999999999999,Yes,Yes,Yes,Yes,Yes
189,Yes,(360.0)414.00,(10.3)11.81,(75.0)75.0,(6.9)7.93,477.02735999999993,53.57086577603341,7.05742761402086,78.288,13.551847479569403,0.4538300000000001,Yes,Yes,Yes,Yes,Yes
190,Yes,(276.0)317.40,(16.9)19.47,(75.0)75.0,(9.4)10.79,361.093284,51.15238822055179,9.735176560253711,77.964,22.00018463889917,0.4049600000000001,Yes,Yes,Yes,Yes,Yes
191,Yes,(363.0)417.45,(20.7)23.80,(75.0)75.0,(0.9)1.07,468.829746,53.42030317427181,0.9800973091611245,77.64,26.474715943459366,0.3560900000000001,Yes,Yes,Yes,Yes,Yes
192,Yes,(329.0)378.35,(24.5)28.22,(75.0)75.0,(5.9)6.79,419.40097499999996,52.45258871508186,5.271531284405256,77.316,30.8857322614249,0.45722000000000007,Yes,Yes,Yes,Yes,Yes
193,Yes,(355.0)408.25,(12.9)14.82,(75.0)75.0,(9.2)10.56,446.59283999999997,52.99823511929337,8.32914037090174,80.992,15.956661168700935,0.46168333333333356,Yes,Yes,Yes,Yes,Yes
194,Yes,(250.0)287.50,(1.9)2.17,(75.0)75.0,(0.8)0.97,310.31025,49.835922424020964,0.775855097902908,80.668,2.299439659998411,0.41281333333333337,Yes,Yes,Yes,Yes,Yes
195,Yes,(239.0)274.85,(13.1)15.01,(75.0)75.0,(10.0)11.47,292.649286,49.326949377366304,9.323799530212623,80.344,18.93139000805282,0.5839433333333333,Yes,Yes,Yes,Yes,Yes
196,Yes,(295.0)339.25,(15.2)17.44,(75.0)75.0,(2.1)2.37,356.273565,51.03567199007168,1.9527430337205987,80.02,21.679442189013283,0.5350733333333331,Yes,Yes,Yes,Yes,Yes
197,Yes,(395.0)454.25,(21.9)25.15,(75.0)75.0,(6.5)7.47,552.1863,54.84171254775954,6.254636741118069,79.696,30.821869862517094,0.6662033333333334,Yes,Yes,Yes,Yes,Yes
198,Yes,(241.0)277.15,(22.0)25.28,(75.0)75.0,(8.1)9.33,332.862693,50.445302449713765,7.924871076035237,79.372,30.523273149194413,0.6173333333333335,Yes,Yes,Yes,Yes,Yes
199,Yes,(338.0)388.70,(11.6)13.30,(75.0)75.0,(1.0)1.16,461.16922800000003,53.27720641670066,1.0013896406765634,79.048,15.82592641829122,0.5684633333333337,Yes,Yes,Yes,Yes,Yes
200,Yes,(399.0)458.85,(13.6)15.67,(75.0)75.0,(8.5)9.76,537.7079610000001,54.61092932886453,8.52936349359696,78.724,18.358965045182046,0.5195933333333337,Yes,Yes,Yes,Yes,Yes
201,Yes,(335.0)385.25,(12.0)13.76,(75.0)75.0,(8.1)9.32,445.84211999999997,52.983621902869956,8.260758040570076,78.4,15.881267616125733,0.47072333333333377,Yes,Yes,Yes,Yes,Yes
202,Yes,(200.0)230.00,(18.3)21.09,(75.0)75.0,(1.3)1.51,262.82099999999997,48.393201267964024,1.356110703520478,78.076,23.962676260032733,0.4218533333333335,Yes,Yes,Yes,Yes,Yes
203,Yes,(353.0)405.95,(10.8)12.47,(75.0)75.0,(9.4)10.84,457.960314,53.216556889440625,9.869718162772635,77.752,13.941563745949715,0.372983333333333,Yes,Yes,Yes,Yes,Yes
204,Yes,(282.0)324.30,(16.7)19.22,(75.0)75.0,(0.6)0.69,361.1210219999999,51.15305541643782,0.5341224977283554,77.428,21.155694249111637,0.47411333333333305,Yes,Yes,Yes,Yes,Yes
205,Yes,(325.0)373.75,(4.7)5.41,(75.0)75.0,(9.2)10.64,410.7362999999999,52.271261731435786,8.34466185287217,77.104,5.858240036736232,0.4252433333333334,Yes,Yes,Yes,Yes,Yes
206,Yes,(204.0)234.60,(12.3)14.11,(75.0)75.0,(4.4)5.05,254.39554800000002,48.11019013512882,4.020534882218774,80.78,15.024392407721724,0.4297066666666669,Yes,Yes,Yes,Yes,Yes
207,Yes,(228.0)262.20,(24.3)27.90,(75.0)75.0,(7.3)8.36,280.50156,48.95870561826128,6.764125565638531,80.456,35.353231601104454,0.6008366666666667,Yes,Yes,Yes,Yes,Yes
208,Yes,(292.0)335.80,(9.1)10.49,(75.0)75.0,(5.0)5.76,354.342876,50.98847411545204,4.731750549413551,80.132,13.110726457533715,0.5519666666666668,Yes,Yes,Yes,Yes,Yes
209,Yes,(278.0)319.70,(17.6)20.27,(75.0)75.0,(3.9)4.47,390.23860799999994,51.82660467645968,3.7261589463862075,79.80799999999999,24.96083868320897,0.6830966666666665,Yes,Yes,Yes,Yes,Yes
210,Yes,(261.0)300.15,(16.6)19.09,(75.0)75.0,(4.3)4.97,361.998909,51.1741452329841,4.2033132940419415,79.484,23.16367945866656,0.6342266666666668,Yes,Yes,Yes,Yes,Yes
211,Yes,(214.0)246.10,(21.4)24.66,(75.0)75.0,(3.6)4.14,293.223228,49.34396740892187,3.553824939221992,79.16,29.48837937328974,0.5853566666666669,Yes,Yes,Yes,Yes,Yes
212,Yes,(261.0)300.15,(21.5)24.67,(75.0)75.0,(9.1)10.46,353.246535,50.96155821082182,9.092575425601527,78.836,29.06769039233513,0.5364866666666666,Yes,Yes,Yes,Yes,Yes
213,Yes,(345.0)396.75,(21.6)24.87,(75.0)75.0,(2.8)3.25,461.15045999999995,53.27685292370062,2.8618672655206727,78.512,28.85217029407349,0.4876166666666668,Yes,Yes,Yes,Yes,Yes
214,Yes,(220.0)253.00,(10.1)11.64,(75.0)75.0,(4.5)5.19,290.37821999999994,49.259280774407976,4.6418797992797005,78.188,13.29554750614472,0.43874666666666684,Yes,Yes,Yes,Yes,Yes
215,Yes,(221.0)254.15,(8.6)9.89,(75.0)75.0,(1.6)1.81,287.99261399999995,49.18762699545017,1.6373851030062927,77.864,11.121925093535665,0.3898766666666668,Yes,Yes,Yes,Yes,Yes
216,Yes,(387.0)445.05,(18.2)20.99,(75.0)75.0,(6.2)7.11,497.824029,53.941517106610476,6.52528323086066,77.54,23.227130452098166,0.3410066666666668,Yes,Yes,Yes,Yes,Yes
217,Yes,(324.0)372.60,(19.2)22.11,(75.0)75.0,(6.2)7.14,411.3504,52.28423847906808,5.571141063580369,77.216,24.075907972681108,0.4421366666666665,Yes,Yes,Yes,Yes,Yes
218,Yes,(217.0)249.55,(21.9)25.23,(75.0)75.0,(6.5)7.48,271.864761,48.687058363220345,5.931279687097442,80.892,27.0219703736474,0.4466,Yes,Yes,Yes,Yes,Yes
219,Yes,(394.0)453.10,(1.9)2.14,(75.0)75.0,(5.0)5.79,487.010004,53.75075764882546,4.662850980404231,80.568,2.254920603309374,0.39773000000000014,Yes,Yes,Yes,Yes,Yes
220,Yes,(336.0)386.40,(2.6)3.04,(75.0)75.0,(8.8)10.17,409.684464,52.24898990015133,8.303126545761597,80.244,3.8146662789332395,0.5688599999999999,Yes,Yes,Yes,Yes,Yes
221,Yes,(396.0)455.40,(16.1)18.57,(75.0)75.0,(4.8)5.57,558.174672,54.9354025169254,4.616229518710503,79.92,22.98340073772068,0.69999,Yes,Yes,Yes,Yes,Yes
222,Yes,(232.0)266.80,(23.1)26.57,(75.0)75.0,(1.0)1.11,323.12147999999996,50.18731658748976,0.9367413622423998,79.596,32.40827379122994,0.65112,Yes,Yes,Yes,Yes,Yes
223,Yes,(232.0)266.80,(24.9)28.68,(75.0)75.0,(3.9)4.48,319.23153599999995,50.082115750959076,3.8188303738853717,79.272,34.472678058366505,0.6022499999999998,Yes,Yes,Yes,Yes,Yes
224,Yes,(368.0)423.20,(18.9)21.76,(75.0)75.0,(4.3)4.89,500.197008,53.982821792152926,4.230065195387727,78.948,25.769082189153067,0.5533799999999998,Yes,Yes,Yes,Yes,Yes
225,Yes,(321.0)369.15,(11.4)13.13,(75.0)75.0,(6.5)7.43,430.93094399999995,52.68815361469536,6.521599706305589,78.624,15.31178481363879,0.5045099999999998,Yes,Yes,Yes,Yes,Yes
226,Yes,(340.0)391.00,(3.4)3.87,(75.0)75.0,(8.0)9.19,450.7369799999999,53.078463810680944,8.17732039625041,78.3,4.4415163077877295,0.45564000000000004,Yes,Yes,Yes,Yes,Yes
227,Yes,(242.0)278.30,(16.2)18.64,(75.0)75.0,(2.6)2.95,316.76106,50.01463575212698,2.6618528353142974,77.976,21.07862194967034,0.40677000000000024,Yes,Yes,Yes,Yes,Yes
228,Yes,(267.0)307.05,(21.9)25.23,(75.0)75.0,(9.9)11.43,345.00752099999994,50.75657125179568,10.44947285870092,77.652,28.0825182756651,0.35790000000000033,Yes,Yes,Yes,Yes,Yes
229,Yes,(335.0)385.25,(11.6)13.40,(75.0)75.0,(5.5)6.30,427.25765999999993,52.61379715241536,4.893261995780635,77.328,14.669442741122655,0.4590299999999997,Yes,Yes,Yes,Yes,Yes
230,Yes,(355.0)408.25,(17.7)20.30,(75.0)75.0,(0.3)0.34,446.8132949999999,53.00252174273148,0.26593210643649495,77.004,21.87355860524752,0.41015999999999997,Yes,Yes,Yes,Yes,Yes
231,Yes,(308.0)354.20,(22.7)26.08,(75.0)75.0,(3.9)4.47,382.493496,51.65248109435087,3.5778039312321948,80.68,27.63548872712822,0.41462333333333357,Yes,Yes,Yes,Yes,Yes
232,Yes,(254.0)292.10,(2.1)2.42,(75.0)75.0,(7.2)8.24,311.17413,49.860069679896554,6.693162785237059,80.356,3.0523496619249557,0.5857533333333333,Yes,Yes,Yes,Yes,Yes
233,Yes,(338.0)388.70,(20.1)23.12,(75.0)75.0,(4.8)5.58,408.414864,52.22203079149571,4.5989770009773085,80.032,28.761545949530507,0.5368833333333329,Yes,Yes,Yes,Yes,Yes
234,Yes,(393.0)451.95,(8.0)9.25,(75.0)75.0,(7.8)9.01,549.634473,54.80147927594115,7.541840411239353,79.708,11.336761456000348,0.6680133333333331,Yes,Yes,Yes,Yes,Yes
235,Yes,(386.0)443.90,(10.0)11.50,(75.0)75.0,(3.5)4.03,533.372484,54.540612144767344,3.4232239487054614,79.384,13.888771016514823,0.6191433333333334,Yes,Yes,Yes,Yes,Yes
236,Yes,(376.0)432.40,(4.5)5.17,(75.0)75.0,(5.7)6.55,513.2501520000001,54.20658173319556,5.645112558079096,79.06,6.151454751441112,0.5702733333333339,Yes,Yes,Yes,Yes,Yes
237,Yes,(251.0)288.65,(13.7)15.81,(75.0)75.0,(3.3)3.78,338.41326,50.58894743202095,3.2981768488126124,78.736,18.53808062922726,0.5214033333333334,Yes,Yes,Yes,Yes,Yes
238,Yes,(382.0)439.30,(14.6)16.77,(75.0)75.0,(2.8)3.19,508.63032599999997,54.128045009905144,2.8282075450544166,78.412,19.364209265693745,0.47253333333333336,Yes,Yes,Yes,Yes,Yes
239,Yes,(279.0)320.85,(20.0)23.02,(75.0)75.0,(0.4)0.41,366.80855399999996,51.288789097848515,0.3695866410570104,78.088,26.17545976000505,0.4236633333333333,Yes,Yes,Yes,Yes,Yes
240,Yes,(302.0)347.30,(5.1)5.84,(75.0)75.0,(6.0)6.91,391.9836179999999,51.8653583424056,6.289601771376155,77.764,6.537160335175888,0.37479333333333337,Yes,Yes,Yes,Yes,Yes
241,Yes,(371.0)426.65,(2.9)3.33,(75.0)75.0,(0.4)0.45,475.322232,53.539762556003254,0.3463121304228899,77.44,3.6666743293999895,0.4759233333333334,Yes,Yes,Yes,Yes,Yes
242,Yes,(366.0)420.90,(21.9)25.19,(75.0)75.0,(8.1)9.34,462.77955000000003,53.307483188896626,7.3271780378173315,77.116,27.28662375125957,0.4270533333333335,Yes,Yes,Yes,Yes,Yes
243,Yes,(295.0)339.25,(15.9)18.25,(75.0)75.0,(2.9)3.31,368.05911000000003,51.3183514324558,2.6383093966435442,80.792,19.451834056615198,0.43151666666666655,Yes,Yes,Yes,Yes,Yes
244,Yes,(312.0)358.80,(6.8)7.80,(75.0)75.0,(8.1)9.32,384.037992,51.68748380504801,7.535520377083594,80.468,9.88491267918597,0.602646666666667,Yes,Yes,Yes,Yes,Yes
245,Yes,(332.0)381.80,(22.9)26.34,(75.0)75.0,(4.8)5.49,403.089168,52.108022554922336,4.500820735641589,80.144,32.929574171195796,0.5537766666666668,Yes,Yes,Yes,Yes,Yes
246,Yes,(315.0)362.25,(4.4)5.10,(75.0)75.0,(3.6)4.18,442.372455,52.91576154251817,3.484327799348643,79.82,6.284076468925826,0.6849066666666664,Yes,Yes,Yes,Yes,Yes
247,Yes,(230.0)264.50,(12.1)13.88,(75.0)75.0,(5.9)6.76,319.14570000000003,50.07977994703181,5.714323648289878,79.496,16.852291887624812,0.6360366666666666,Yes,Yes,Yes,Yes,Yes
248,Yes,(263.0)302.45,(7.1)8.16,(75.0)75.0,(2.4)2.76,360.526449,51.13874262013246,2.369602280206553,79.172,9.763333465880528,0.5871666666666666,Yes,Yes,Yes,Yes,Yes
249,Yes,(257.0)295.55,(7.1)8.20,(75.0)75.0,(1.7)1.93,347.99239199999994,50.83139498533758,1.679483265623389,78.848,9.661824109038578,0.5382966666666665,Yes,Yes,Yes,Yes,Yes
250,Yes,(216.0)248.40,(1.2)1.41,(75.0)75.0,(2.6)2.94,288.854424,49.21358046881571,2.588248160958709,78.524,1.636108410274327,0.4894266666666666,Yes,Yes,Yes,Yes,Yes
251,Yes,(286.0)328.90,(20.3)23.36,(75.0)75.0,(2.5)2.86,377.669292,51.54223348224718,2.5557356796015984,78.2,26.699450225095013,0.44055666666666665,Yes,Yes,Yes,Yes,Yes
252,Yes,(205.0)235.75,(22.6)26.02,(75.0)75.0,(5.4)6.19,267.269775,48.538996960920855,5.606620035428859,77.876,29.282548213967235,0.39168666666666674,Yes,Yes,Yes,Yes,Yes
253,Yes,(350.0)402.50,(17.3)19.85,(75.0)75.0,(7.9)9.12,450.44579999999996,53.072850837399706,8.372849526754523,77.552,21.984568778328132,0.3428166666666669,Yes,Yes,Yes,Yes,Yes
254,Yes,(341.0)392.15,(4.8)5.51,(75.0)75.0,(7.4)8.51,433.145361,52.73267334905623,6.634164496160115,77.228,6.003834563539966,0.44394666666666666,Yes,Yes,Yes,Yes,Yes
255,Yes,(258.0)296.70,(11.6)13.34,(75.0)75.0,(7.7)8.81,323.391132,50.194562131056976,6.980895920088125,80.904,14.299412270196736,0.4484100000000002,Yes,Yes,Yes,Yes,Yes
256,Yes,(350.0)402.50,(9.3)10.69,(75.0)75.0,(9.5)10.91,432.8404499999999,52.72655679755796,8.770389042725647,80.58,11.264314736849636,0.3995399999999999,Yes,Yes,Yes,Yes,Yes
257,Yes,(256.0)294.40,(15.1)17.37,(75.0)75.0,(5.8)6.67,312.29952,49.89142633452318,5.444446038946966,80.256,21.815357078299083,0.5706699999999998,Yes,Yes,Yes,Yes,Yes
258,Yes,(201.0)231.15,(16.3)18.78,(75.0)75.0,(9.8)11.30,283.440753,49.049245861813624,9.36423465351016,79.932,23.261479839818026,0.7018,Yes,Yes,Yes,Yes,Yes
259,Yes,(218.0)250.70,(11.2)12.86,(75.0)75.0,(3.9)4.54,303.758148,49.65055872531111,3.814189116950551,79.608,15.696761039206104,0.6529300000000001,Yes,Yes,Yes,Yes,Yes
260,Yes,(381.0)438.15,(7.0)8.05,(75.0)75.0,(9.4)10.76,524.491839,54.3947747007406,9.178107071948915,79.284,9.684834457846053,0.6040600000000004,Yes,Yes,Yes,Yes,Yes
