spec,solution,target_gain_linear,target_ugbw_mhz,target_pm_deg,target_ibias_ma,output_gain_linear,output_gain_db,output_ugbw_mhz,output_pm_deg,output_ibias_ma,fom,scalarized_value,preference,evaluation_method,target_reached
131,9.0,235.0,19.239772865464406,75.0,4.638734482587072,342.319594,50.688635,32.739898,84.4952,3.735056,1.479771205837442,,"[0.0, 0.5, 0.0, 0.5]",strict,Yes
131,10.0,235.0,19.239772865464406,75.0,4.638734482587072,326.541724,50.278774,31.189791,82.7968,4.49142,1.1463642029137877,,"[0.0, 0.0, 0.5, 0.5]",strict,Yes
132,1.0,263.0,5.885397720406573,75.0,7.504204048518344,423.8867,52.544996,8.876633,80.4176,6.803917,1.2855373884428147,,"[1.0, 0.0, 0.0, 0.0]",strict,Yes
132,2.0,263.0,5.885397720406573,75.0,7.504204048518344,406.228912,52.175417,8.402459,86.7192,6.474136,1.265797132811484,,"[0.0, 1.0, 0.0, 0.0]",strict,Yes
132,3.0,263.0,5.885397720406573,75.0,7.504204048518344,388.571125,51.789411,7.928285,85.0208,6.144356,1.139390081057131,,"[0.0, 0.0, 1.0, 0.0]",strict,Yes
132,4.0,263.0,5.885397720406573,75.0,7.504204048518344,370.913338,51.385449,9.687619,83.3224,7.367946,1.1854829871303216,,"[0.0, 0.0, 0.0, 1.0]",strict,Yes
132,5.0,263.0,5.885397720406573,75.0,7.504204048518344,353.255551,50.96178,9.213446,81.624,7.038165,1.0590762385466566,,"[0.5, 0.5, 0.0, 0.0]",strict,Yes
132,6.0,263.0,5.885397720406573,75.0,7.504204048518344,359.949374,51.124828,6.492444,83.3464,7.285462,0.6122078776196929,,"[0.5, 0.0, 0.5, 0.0]",strict,Yes
132,7.0,263.0,5.885397720406573,75.0,7.504204048518344,401.113727,52.06535,8.265098,86.2272,6.378604,1.2291789349632538,,"[0.5, 0.0, 0.0, 0.5]",strict,Yes
132,8.0,263.0,5.885397720406573,75.0,7.504204048518344,383.45594,51.674309,10.024433,84.5288,6.048824,1.4822719792271708,,"[0.0, 0.5, 0.5, 0.0]",strict,Yes
132,9.0,263.0,5.885397720406573,75.0,7.504204048518344,365.798153,51.26483,9.550259,82.8304,7.272413,1.14886509245278,,"[0.0, 0.5, 0.0, 0.5]",strict,Yes
132,10.0,263.0,5.885397720406573,75.0,7.504204048518344,431.314115,52.695873,9.076085,81.132,6.942633,1.338708036896146,,"[0.0, 0.0, 0.5, 0.5]",strict,Yes
133,1.0,390.0,14.18127133804796,75.0,5.849629211025033,602.910701,55.60506,20.268907,86.7528,5.051763,1.2682978193380503,,"[1.0, 0.0, 0.0, 0.0]",strict,Yes
133,2.0,390.0,14.18127133804796,75.0,5.849629211025033,576.72615,55.219393,19.126352,85.0544,4.794695,1.141890762630576,,"[0.0, 1.0, 0.0, 0.0]",strict,Yes
133,3.0,390.0,14.18127133804796,75.0,5.849629211025033,550.541599,54.815803,23.36559,83.356,5.7485,1.1879837852702224,,"[0.0, 0.0, 1.0, 0.0]",strict,Yes
133,4.0,390.0,14.18127133804796,75.0,5.849629211025033,524.357048,54.392542,22.223036,81.6576,5.491431,1.0615769700292932,,"[0.0, 0.0, 0.0, 1.0]",strict,Yes
133,5.0,390.0,14.18127133804796,75.0,5.849629211025033,621.509996,55.868962,21.080481,87.9592,5.234363,1.3580865774243824,,"[0.5, 0.5, 0.0, 0.0]",strict,Yes
133,6.0,390.0,14.18127133804796,75.0,5.849629211025033,595.325445,55.495089,19.937927,86.2608,4.977294,1.2316797621834537,,"[0.5, 0.0, 0.5, 0.0]",strict,Yes
133,7.0,390.0,14.18127133804796,75.0,5.849629211025033,569.140894,55.104396,24.177165,84.5624,4.720226,1.4847727426525328,,"[0.5, 0.0, 0.0, 0.5]",strict,Yes
133,8.0,390.0,14.18127133804796,75.0,5.849629211025033,542.956343,54.695298,23.03461,82.864,5.674031,1.151365728115625,,"[0.0, 0.5, 0.5, 0.0]",strict,Yes
133,9.0,390.0,14.18127133804796,75.0,5.849629211025033,640.109291,56.125083,21.892055,81.1656,5.416963,1.341208668844048,,"[0.0, 0.5, 0.0, 0.5]",strict,Yes
133,10.0,390.0,14.18127133804796,75.0,5.849629211025033,613.92474,55.762303,20.749501,87.4672,5.159894,1.3214685202697858,,"[0.0, 0.0, 0.5, 0.5]",strict,Yes
134,1.0,343.0,23.264146260266745,75.0,5.103734862221682,507.678845,54.111781,31.413552,85.088,4.187754,1.1443915140317793,,"[1.0, 0.0, 0.0, 0.0]",strict,Yes
134,2.0,343.0,23.264146260266745,75.0,5.103734862221682,484.649868,53.708562,38.367954,83.3896,3.963465,1.3974845403537086,,"[0.0, 1.0, 0.0, 0.0]",strict,Yes
134,3.0,343.0,23.264146260266745,75.0,5.103734862221682,461.620891,53.285709,36.493611,81.6912,4.795648,1.0640777212042365,,"[0.0, 0.0, 1.0, 0.0]",strict,Yes
134,4.0,343.0,23.264146260266745,75.0,5.103734862221682,547.065663,54.760789,34.619269,87.9928,4.571359,1.3605873900331549,,"[0.0, 0.0, 0.0, 1.0]",strict,Yes
134,5.0,343.0,23.264146260266745,75.0,5.103734862221682,524.036686,54.387234,32.744927,86.2944,4.34707,1.234180395110858,,"[0.5, 0.5, 0.0, 0.0]",strict,Yes
134,6.0,343.0,23.264146260266745,75.0,5.103734862221682,501.007709,53.996888,39.699328,84.596,4.122781,1.4872733784481886,,"[0.5, 0.0, 0.5, 0.0]",strict,Yes
134,7.0,343.0,23.264146260266745,75.0,5.103734862221682,477.978732,53.588171,37.824986,82.8976,4.954965,1.1538664063483723,,"[0.5, 0.0, 0.0, 0.5]",strict,Yes
134,8.0,343.0,23.264146260266745,75.0,5.103734862221682,563.423505,55.016699,35.950644,81.1992,4.730675,1.3437096073610189,,"[0.0, 0.5, 0.5, 0.0]",strict,Yes
134,9.0,343.0,23.264146260266745,75.0,5.103734862221682,540.394528,54.654219,34.076301,87.5008,4.506386,1.3239692361207902,,"[0.0, 0.5, 0.0, 0.5]",strict,Yes
134,10.0,343.0,23.264146260266745,75.0,5.103734862221682,517.365551,54.27595,32.201959,85.8024,4.282097,1.197562241198494,,"[0.0, 0.0, 0.5, 0.5]",strict,Yes
135,1.0,337.0,11.514786281737075,75.0,6.408435232323652,476.619648,53.563439,19.008897,83.4232,4.982242,1.3999853252823462,,"[1.0, 0.0, 0.0, 0.0]",strict,Yes
135,2.0,337.0,11.514786281737075,75.0,6.408435232323652,453.99351,53.140993,18.081175,81.7248,6.027162,1.0665783853662048,,"[0.0, 1.0, 0.0, 0.0]",strict,Yes
135,3.0,337.0,11.514786281737075,75.0,6.408435232323652,537.943622,54.614735,17.153454,80.0264,5.745536,1.2564215177686,,"[0.0, 0.0, 1.0, 0.0]",strict,Yes
135,4.0,337.0,11.514786281737075,75.0,6.408435232323652,515.317484,54.241498,16.225732,86.328,5.463911,1.2366810739484706,,"[0.0, 0.0, 0.0, 1.0]",strict,Yes
135,5.0,337.0,11.514786281737075,75.0,6.408435232323652,492.691346,53.851499,15.298011,84.6296,5.182285,1.1102742063508662,,"[0.5, 0.5, 0.0, 0.0]",strict,Yes
135,6.0,337.0,11.514786281737075,75.0,6.408435232323652,470.065208,53.443162,18.740151,82.9312,6.227205,1.156367319069725,,"[0.5, 0.0, 0.5, 0.0]",strict,Yes
135,7.0,337.0,11.514786281737075,75.0,6.408435232323652,554.01532,54.870435,17.812429,81.2328,5.94558,1.3462102085829282,,"[0.5, 0.0, 0.0, 0.5]",strict,Yes
135,8.0,337.0,11.514786281737075,75.0,6.408435232323652,531.389183,54.508254,16.884707,87.5344,5.663954,1.3264699237744897,,"[0.0, 0.5, 0.5, 0.0]",strict,Yes
135,9.0,337.0,11.514786281737075,75.0,6.408435232323652,508.763045,54.130311,15.956986,85.836,5.382328,1.2000630561768857,,"[0.0, 0.5, 0.0, 0.5]",strict,Yes
135,10.0,337.0,11.514786281737075,75.0,6.408435232323652,486.136907,53.735172,19.399126,84.1376,5.100702,1.453156154369422,,"[0.0, 0.0, 0.5, 0.5]",strict,Yes
136,1.0,267.0,17.758000698932133,75.0,4.0040777634145455,360.04683,51.12718,27.912932,81.7584,3.769334,1.0690792224289327,,"[1.0, 0.0, 0.0, 0.0]",strict,Yes
136,2.0,267.0,17.758000698932133,75.0,4.0040777634145455,426.559233,52.599587,26.482208,80.06,3.593371,1.258922108825049,,"[0.0, 1.0, 0.0, 0.0]",strict,Yes
136,3.0,267.0,17.758000698932133,75.0,4.0040777634145455,408.632887,52.226666,25.051484,86.3616,3.417407,1.2391819153785493,,"[0.0, 0.0, 1.0, 0.0]",strict,Yes
136,4.0,267.0,17.758000698932133,75.0,4.0040777634145455,390.70654,51.837014,23.62076,84.6632,3.241443,1.1127750515200652,,"[0.0, 0.0, 0.0, 1.0]",strict,Yes
136,5.0,267.0,17.758000698932133,75.0,4.0040777634145455,372.780194,51.429057,28.929198,82.9648,3.894324,1.1588680072695114,,"[0.5, 0.5, 0.0, 0.0]",strict,Yes
136,6.0,267.0,17.758000698932133,75.0,4.0040777634145455,354.853847,51.00099,27.498474,81.2664,3.71836,1.0324611434110271,,"[0.5, 0.0, 0.5, 0.0]",strict,Yes
136,7.0,267.0,17.758000698932133,75.0,4.0040777634145455,421.36625,52.493195,26.06775,87.568,3.542397,1.3289706964738102,,"[0.5, 0.0, 0.0, 0.5]",strict,Yes
136,8.0,267.0,17.758000698932133,75.0,4.0040777634145455,403.439904,52.115577,24.637026,85.8696,3.366433,1.202563836360644,,"[0.0, 0.5, 0.5, 0.0]",strict,Yes
136,9.0,267.0,17.758000698932133,75.0,4.0040777634145455,385.513557,51.720793,29.945463,84.1712,3.19047,1.4556567078201268,,"[0.0, 0.5, 0.0, 0.5]",strict,Yes
136,10.0,267.0,17.758000698932133,75.0,4.0040777634145455,367.58721,51.307208,28.514739,82.4728,3.84335,1.122249868193642,,"[0.0, 0.0, 0.5, 0.5]",strict,Yes
137,1.0,391.0,3.914226000702876,75.0,5.959768057029138,625.180995,55.920115,5.843458,80.0936,5.353643,1.2614228434808832,,"[1.0, 0.0, 0.0, 0.0]",strict,Yes
137,2.0,391.0,3.914226000702876,75.0,5.959768057029138,598.929304,55.547511,5.528098,86.3952,5.091734,1.2416828230161032,,"[0.0, 1.0, 0.0, 0.0]",strict,Yes
137,3.0,391.0,3.914226000702876,75.0,5.959768057029138,572.677612,55.158204,5.212737,84.6968,4.829826,1.115275710056997,,"[0.0, 0.0, 1.0, 0.0]",strict,Yes
137,4.0,391.0,3.914226000702876,75.0,5.959768057029138,546.425921,54.750626,6.382825,82.9984,5.801589,1.1613688248592946,,"[0.0, 0.0, 0.0, 1.0]",strict,Yes
137,5.0,391.0,3.914226000702876,75.0,5.959768057029138,520.17423,54.322977,6.067464,81.3,5.539681,1.0349617144577328,,"[0.5, 0.5, 0.0, 0.0]",strict,Yes
137,6.0,391.0,3.914226000702876,75.0,5.959768057029138,617.576289,55.813812,5.752103,87.6016,5.277772,1.331471438514603,,"[0.5, 0.0, 0.5, 0.0]",strict,Yes
137,7.0,391.0,3.914226000702876,75.0,5.959768057029138,591.324598,55.436519,5.436742,85.9032,5.015864,1.2050643281130418,,"[0.5, 0.0, 0.0, 0.5]",strict,Yes
137,8.0,391.0,3.914226000702876,75.0,5.959768057029138,565.072907,55.04209,6.60683,84.2048,4.753955,1.4581574449615542,,"[0.0, 0.5, 0.5, 0.0]",strict,Yes
137,9.0,391.0,3.914226000702876,75.0,5.959768057029138,538.821216,54.628894,6.29147,82.5064,5.725718,1.1247507557838925,,"[0.0, 0.5, 0.0, 0.5]",strict,Yes
137,10.0,391.0,3.914226000702876,75.0,5.959768057029138,636.223275,56.072191,5.976109,80.808,5.46381,1.3145936453823308,,"[0.0, 0.0, 0.5, 0.5]",strict,Yes
138,1.0,349.0,24.355523579720664,75.0,0.7166003488475858,535.057746,54.568013,34.436352,86.4288,0.612851,1.244183851567658,,"[1.0, 0.0, 0.0, 0.0]",strict,Yes
138,2.0,349.0,24.355523579720664,75.0,0.7166003488475858,511.625929,54.179051,32.474079,84.7304,0.58136,1.1177757541315334,,"[0.0, 1.0, 0.0, 0.0]",strict,Yes
138,3.0,349.0,24.355523579720664,75.0,0.7166003488475858,488.194113,53.771851,39.754728,83.032,0.698204,1.1638694678119714,,"[0.0, 0.0, 1.0, 0.0]",strict,Yes
138,4.0,349.0,24.355523579720664,75.0,0.7166003488475858,464.762297,53.344618,37.792456,81.3336,0.666712,1.0374628097775938,,"[0.0, 0.0, 0.0, 1.0]",strict,Yes
138,5.0,349.0,24.355523579720664,75.0,0.7166003488475858,551.70173,54.834087,35.830184,87.6352,0.63522,1.3339728155445534,,"[0.5, 0.5, 0.0, 0.0]",strict,Yes
138,6.0,349.0,24.355523579720664,75.0,0.7166003488475858,528.269914,54.457118,33.867912,85.9368,0.603729,1.2075647620322054,,"[0.5, 0.0, 0.5, 0.0]",strict,Yes
138,7.0,349.0,24.355523579720664,75.0,0.7166003488475858,504.838098,54.063042,41.148561,84.2384,0.572237,1.4606580958475617,,"[0.5, 0.0, 0.0, 0.5]",strict,Yes
138,8.0,349.0,24.355523579720664,75.0,0.7166003488475858,481.406281,53.650235,39.186289,82.54,0.689081,1.1272518148129365,,"[0.0, 0.5, 0.5, 0.0]",strict,Yes
138,9.0,349.0,24.355523579720664,75.0,0.7166003488475858,568.345715,55.092252,37.224017,80.8416,0.65759,1.317093761300589,,"[0.0, 0.5, 0.0, 0.5]",strict,Yes
138,10.0,349.0,24.355523579720664,75.0,0.7166003488475858,544.913898,54.726558,35.261744,87.1432,0.626098,1.2973537260091,,"[0.0, 0.0, 0.5, 0.5]",strict,Yes
139,1.0,309.0,15.61292000996716,75.0,6.658194888724096,453.397284,53.129578,20.842143,84.764,5.407412,1.1202771591535168,,"[1.0, 0.0, 0.0, 0.0]",strict,Yes
139,2.0,309.0,15.61292000996716,75.0,6.658194888724096,432.651062,52.722755,25.509347,83.0656,6.493056,1.1663703117010182,,"[0.0, 1.0, 0.0, 0.0]",strict,Yes
139,3.0,309.0,15.61292000996716,75.0,6.658194888724096,411.904841,52.295938,24.251447,81.3672,6.200455,1.0399632110934425,,"[0.0, 0.0, 1.0, 0.0]",strict,Yes
139,4.0,309.0,15.61292000996716,75.0,6.658194888724096,488.87987,53.784043,22.993548,87.6688,5.907853,1.3364729913929088,,"[0.0, 0.0, 0.0, 1.0]",strict,Yes
139,5.0,309.0,15.61292000996716,75.0,6.658194888724096,468.133648,53.407397,21.735648,85.9704,5.615251,1.2100660377399448,,"[0.5, 0.5, 0.0, 0.0]",strict,Yes
139,6.0,309.0,15.61292000996716,75.0,6.658194888724096,447.387427,53.013675,26.402852,84.272,5.32265,1.4631589919726848,,"[0.5, 0.0, 0.5, 0.0]",strict,Yes
139,7.0,309.0,15.61292000996716,75.0,6.658194888724096,426.641205,52.601256,25.144953,82.5736,6.408294,1.1297521537293886,,"[0.5, 0.0, 0.0, 0.5]",strict,Yes
139,8.0,309.0,15.61292000996716,75.0,6.658194888724096,503.616234,54.041994,23.887053,80.8752,6.115692,1.3195952033126706,,"[0.0, 0.5, 0.5, 0.0]",strict,Yes
139,9.0,309.0,15.61292000996716,75.0,6.658194888724096,482.870013,53.676605,22.629154,87.1768,5.823091,1.299854833421279,,"[0.0, 0.5, 0.0, 0.5]",strict,Yes
139,10.0,309.0,15.61292000996716,75.0,6.658194888724096,462.123791,53.295167,21.371255,85.4784,5.530489,1.173447943817833,,"[0.0, 0.0, 0.5, 0.5]",strict,Yes
140,1.0,349.0,6.743139095863609,75.0,1.394012035757603,489.121232,53.78833,11.028102,83.0992,1.360649,1.1688711543182189,,"[1.0, 0.0, 0.0, 0.0]",strict,Yes
140,2.0,349.0,6.743139095863609,75.0,1.394012035757603,465.689415,53.361927,10.484822,81.4008,1.299388,1.0424639452662676,,"[0.0, 1.0, 0.0, 0.0]",strict,Yes
140,3.0,349.0,6.743139095863609,75.0,1.394012035757603,552.628849,54.848671,9.941542,87.7024,1.238127,1.3389734057463123,,"[0.0, 0.0, 1.0, 0.0]",strict,Yes
140,4.0,349.0,6.743139095863609,75.0,1.394012035757603,529.197032,54.472348,9.398262,86.004,1.176865,1.212566914048283,,"[0.0, 0.0, 0.0, 1.0]",strict,Yes
140,5.0,349.0,6.743139095863609,75.0,1.394012035757603,505.765216,54.078979,11.414003,84.3056,1.115604,1.465659665317642,,"[0.5, 0.5, 0.0, 0.0]",strict,Yes
140,6.0,349.0,6.743139095863609,75.0,1.394012035757603,482.3334,53.666947,10.870722,82.6072,1.342903,1.132252663341162,,"[0.5, 0.0, 0.5, 0.0]",strict,Yes
140,7.0,349.0,6.743139095863609,75.0,1.394012035757603,569.272833,55.106409,10.327442,80.9088,1.281641,1.322096171643132,,"[0.5, 0.0, 0.0, 0.5]",strict,Yes
140,8.0,349.0,6.743139095863609,75.0,1.394012035757603,545.841017,54.741323,9.784162,87.2104,1.22038,1.3023556321231773,,"[0.0, 0.5, 0.5, 0.0]",strict,Yes
140,9.0,349.0,6.743139095863609,75.0,1.394012035757603,522.4092,54.360216,9.240882,85.512,1.159119,1.175948423071226,,"[0.0, 0.5, 0.0, 0.5]",strict,Yes
140,10.0,349.0,6.743139095863609,75.0,1.394012035757603,498.977384,53.961617,11.256623,83.8136,1.097857,1.4290418916945065,,"[0.0, 0.0, 0.5, 0.5]",strict,Yes
141,1.0,302.0,4.8010759313255775,75.0,2.987592638163345,403.375926,52.1142,7.472785,81.4344,2.787395,1.0449648773977585,,"[1.0, 0.0, 0.0, 0.0]",strict,Yes
141,2.0,302.0,4.8010759313255775,75.0,2.987592638163345,478.607184,53.599584,7.085973,87.736,2.656102,1.3414746476747892,,"[0.0, 1.0, 0.0, 0.0]",strict,Yes
141,3.0,302.0,4.8010759313255775,75.0,2.987592638163345,458.330942,53.223584,6.69916,86.0376,2.524809,1.215067542998508,,"[0.0, 0.0, 1.0, 0.0]",strict,Yes
141,4.0,302.0,4.8010759313255775,75.0,2.987592638163345,438.054699,52.830567,8.134356,84.3392,2.393516,1.4681605774919366,,"[0.0, 0.0, 0.0, 1.0]",strict,Yes
141,5.0,302.0,4.8010759313255775,75.0,2.987592638163345,417.778457,52.418921,7.747544,82.6408,2.880655,1.1347535726871891,,"[0.5, 0.5, 0.0, 0.0]",strict,Yes
141,6.0,302.0,4.8010759313255775,75.0,2.987592638163345,493.009715,53.85711,7.360731,80.9424,2.749362,1.3245964680109084,,"[0.5, 0.0, 0.5, 0.0]",strict,Yes
141,7.0,302.0,4.8010759313255775,75.0,2.987592638163345,472.733473,53.492327,6.973919,87.244,2.618069,1.304856238287939,,"[0.5, 0.0, 0.0, 0.5]",strict,Yes
141,8.0,302.0,4.8010759313255775,75.0,2.987592638163345,452.45723,53.111551,6.587107,85.5456,2.486776,1.1784493385870445,,"[0.0, 0.5, 0.5, 0.0]",strict,Yes
141,9.0,302.0,4.8010759313255775,75.0,2.987592638163345,432.180988,52.713313,8.022303,83.8472,2.355483,1.4315423763917312,,"[0.0, 0.5, 0.0, 0.5]",strict,Yes
141,10.0,302.0,4.8010759313255775,75.0,2.987592638163345,411.904746,52.295936,7.63549,82.1488,2.842621,1.098135498017993,,"[0.0, 0.0, 0.5, 0.5]",strict,Yes
142,1.0,292.0,14.220136168064078,75.0,8.52404568730733,463.147113,53.314379,21.010356,87.7696,7.585665,1.3439752582751798,,"[1.0, 0.0, 0.0, 0.0]",strict,Yes
142,2.0,292.0,14.220136168064078,75.0,8.52404568730733,443.54227,52.9387,19.86467,86.0712,7.211066,1.217568338561087,,"[0.0, 1.0, 0.0, 0.0]",strict,Yes
142,3.0,292.0,14.220136168064078,75.0,8.52404568730733,423.937426,52.546035,24.115526,84.3728,6.836468,1.470661320907192,,"[0.0, 0.0, 1.0, 0.0]",strict,Yes
142,4.0,292.0,14.220136168064078,75.0,8.52404568730733,404.332583,52.134775,22.96984,82.6744,8.226347,1.1372543375229365,,"[0.0, 0.0, 0.0, 1.0]",strict,Yes
142,5.0,292.0,14.220136168064078,75.0,8.52404568730733,477.072739,53.571692,21.824154,80.976,7.851748,1.3270974143841865,,"[0.5, 0.5, 0.0, 0.0]",strict,Yes
142,6.0,292.0,14.220136168064078,75.0,8.52404568730733,457.467895,53.207212,20.678468,87.2776,7.47715,1.3073570405969173,,"[0.5, 0.0, 0.5, 0.0]",strict,Yes
142,7.0,292.0,14.220136168064078,75.0,8.52404568730733,437.863052,52.826766,19.532783,85.5792,7.102551,1.1809501912056397,,"[0.5, 0.0, 0.0, 0.5]",strict,Yes
142,8.0,292.0,14.220136168064078,75.0,8.52404568730733,418.258209,52.428889,23.783638,83.8808,6.727953,1.4340431066535877,,"[0.0, 0.5, 0.5, 0.0]",strict,Yes
142,9.0,292.0,14.220136168064078,75.0,8.52404568730733,398.653365,52.011909,22.637953,82.1824,8.117831,1.100636307482674,,"[0.0, 0.5, 0.0, 0.5]",strict,Yes
142,10.0,292.0,14.220136168064078,75.0,8.52404568730733,471.393522,53.467672,21.492267,80.484,7.743233,1.290479270453396,,"[0.0, 0.0, 0.5, 0.5]",strict,Yes
143,1.0,256.0,14.254033817289592,75.0,9.267815322638205,389.199008,51.803434,19.934742,86.1048,7.848329,1.2200689903067816,,"[1.0, 0.0, 0.0, 0.0]",strict,Yes
143,2.0,256.0,14.254033817289592,75.0,9.267815322638205,372.0112,51.41112,24.195731,84.4064,7.441045,1.4731619971422292,,"[0.0, 1.0, 0.0, 0.0]",strict,Yes
143,3.0,256.0,14.254033817289592,75.0,9.267815322638205,354.823392,51.000245,23.047314,82.708,8.952198,1.1397550755840449,,"[0.0, 0.0, 1.0, 0.0]",strict,Yes
143,4.0,256.0,14.254033817289592,75.0,9.267815322638205,418.595584,52.435893,21.898898,81.0096,8.544914,1.32959814090549,,"[0.0, 0.0, 0.0, 1.0]",strict,Yes
143,5.0,256.0,14.254033817289592,75.0,9.267815322638205,401.407776,52.071716,20.750481,87.3112,8.137629,1.309857910638318,,"[0.5, 0.5, 0.0, 0.0]",strict,Yes
143,6.0,256.0,14.254033817289592,75.0,9.267815322638205,384.219968,51.691599,19.602064,85.6128,7.730345,1.1834509058041849,,"[0.5, 0.0, 0.5, 0.0]",strict,Yes
143,7.0,256.0,14.254033817289592,75.0,9.267815322638205,367.03216,51.294082,23.863053,83.9144,7.323061,1.4365439126396329,,"[0.5, 0.0, 0.0, 0.5]",strict,Yes
143,8.0,256.0,14.254033817289592,75.0,9.267815322638205,349.844352,50.877497,22.714636,82.216,8.834214,1.1031369910814477,,"[0.0, 0.5, 0.5, 0.0]",strict,Yes
143,9.0,256.0,14.254033817289592,75.0,9.267815322638205,413.616544,52.331958,21.566219,80.5176,8.42693,1.292979986247314,,"[0.0, 0.5, 0.0, 0.5]",strict,Yes
143,10.0,256.0,14.254033817289592,75.0,9.267815322638205,396.428736,51.963303,20.417802,86.8192,8.019645,1.273239755980142,,"[0.0, 0.0, 0.5, 0.5]",strict,Yes
144,1.0,235.0,3.237020830756541,75.0,3.990231441983458,341.806795,50.675614,5.499891,84.44,3.20719,1.4756627734475265,,"[1.0, 0.0, 0.0, 0.0]",strict,Yes
144,2.0,235.0,3.237020830756541,75.0,3.990231441983458,326.028924,50.265123,5.239091,82.7416,3.857812,1.142255954551253,,"[0.0, 1.0, 0.0, 0.0]",strict,Yes
144,3.0,235.0,3.237020830756541,75.0,3.990231441983458,384.569804,51.699504,4.978291,81.0432,3.682457,1.3320989122316311,,"[0.0, 0.0, 1.0, 0.0]",strict,Yes
144,4.0,235.0,3.237020830756541,75.0,3.990231441983458,368.791933,51.335628,4.717491,87.3448,3.507102,1.3123585323233575,,"[0.0, 0.0, 0.0, 1.0]",strict,Yes
144,5.0,235.0,3.237020830756541,75.0,3.990231441983458,353.014063,50.95584,4.456692,85.6464,3.331747,1.185951798929768,,"[0.5, 0.5, 0.0, 0.0]",strict,Yes
144,6.0,235.0,3.237020830756541,75.0,3.990231441983458,337.236192,50.558684,5.424341,83.948,3.156392,1.4390446271557231,,"[0.5, 0.0, 0.5, 0.0]",strict,Yes
144,7.0,235.0,3.237020830756541,75.0,3.990231441983458,321.458321,50.142493,5.163541,82.2496,3.807015,1.1056375576474204,,"[0.5, 0.0, 0.0, 0.5]",strict,Yes
144,8.0,235.0,3.237020830756541,75.0,3.990231441983458,379.999201,51.595654,4.902742,80.5512,3.63166,1.2954808242538305,,"[0.0, 0.5, 0.5, 0.0]",strict,Yes
144,9.0,235.0,3.237020830756541,75.0,3.990231441983458,364.22133,51.227308,4.641942,86.8528,3.456305,1.275740444345557,,"[0.0, 0.5, 0.0, 0.5]",strict,Yes
144,10.0,235.0,3.237020830756541,75.0,3.990231441983458,348.443459,50.842646,4.381142,85.1544,3.280949,1.1493336483826453,,"[0.0, 0.0, 0.5, 0.5]",strict,Yes
145,1.0,330.0,24.81417134548527,75.0,8.3358083634078,458.266174,53.222356,40.201079,82.7752,8.066425,1.1447566069000152,,"[1.0, 0.0, 0.0, 0.0]",strict,Yes
145,2.0,330.0,24.81417134548527,75.0,8.3358083634078,540.472515,54.655472,38.201855,81.0768,7.700099,1.3345996331921048,,"[0.0, 1.0, 0.0, 0.0]",strict,Yes
145,3.0,330.0,24.81417134548527,75.0,8.3358083634078,518.316356,54.291898,36.20263,87.3784,7.333773,1.3148592858513075,,"[0.0, 0.0, 1.0, 0.0]",strict,Yes
145,4.0,330.0,24.81417134548527,75.0,8.3358083634078,496.160197,53.912438,34.203406,85.68,6.967446,1.188452432107767,,"[0.0, 0.0, 0.0, 1.0]",strict,Yes
145,5.0,330.0,24.81417134548527,75.0,8.3358083634078,474.004039,53.515641,41.621159,83.9816,6.60112,1.4415454200984676,,"[0.5, 0.5, 0.0, 0.0]",strict,Yes
145,6.0,330.0,24.81417134548527,75.0,8.3358083634078,451.84788,53.099845,39.621935,82.2832,7.960306,1.1081384861258048,,"[0.5, 0.0, 0.5, 0.0]",strict,Yes
145,7.0,330.0,24.81417134548527,75.0,8.3358083634078,534.054221,54.551707,37.622711,80.5848,7.59398,1.2979815124178944,,"[0.5, 0.0, 0.0, 0.5]",strict,Yes
145,8.0,330.0,24.81417134548527,75.0,8.3358083634078,511.898063,54.18367,35.623486,86.8864,7.227654,1.2782411681074002,,"[0.0, 0.5, 0.5, 0.0]",strict,Yes
145,9.0,330.0,24.81417134548527,75.0,8.3358083634078,489.741904,53.799345,33.624262,85.188,6.861327,1.1518343143638596,,"[0.0, 0.5, 0.0, 0.5]",strict,Yes
145,10.0,330.0,24.81417134548527,75.0,8.3358083634078,467.585745,53.397225,41.042015,83.4896,6.495001,1.4049272993242574,,"[0.0, 0.0, 0.5, 0.5]",strict,Yes
146,1.0,326.0,22.91031708362003,75.0,3.329890530919816,534.354342,54.556587,35.307354,81.1104,3.07884,1.337100314871547,,"[1.0, 0.0, 0.0, 0.0]",strict,Yes
146,2.0,326.0,22.91031708362003,75.0,3.329890530919816,512.466743,54.193314,33.461519,87.412,2.932504,1.3173601129600785,,"[0.0, 1.0, 0.0, 0.0]",strict,Yes
146,3.0,326.0,22.91031708362003,75.0,3.329890530919816,490.579144,53.814182,31.615684,85.7136,2.786168,1.190953244381943,,"[0.0, 0.0, 1.0, 0.0]",strict,Yes
146,4.0,326.0,22.91031708362003,75.0,3.329890530919816,468.691545,53.417742,38.464315,84.0152,2.639833,1.4440461045969506,,"[0.0, 0.0, 0.0, 1.0]",strict,Yes
146,5.0,326.0,22.91031708362003,75.0,3.329890530919816,446.803945,53.00234,36.61848,82.3168,3.182784,1.110639335026879,,"[0.5, 0.5, 0.0, 0.0]",strict,Yes
146,6.0,326.0,22.91031708362003,75.0,3.329890530919816,528.013846,54.452906,34.772645,80.6184,3.036449,1.3004821661385704,,"[0.5, 0.0, 0.5, 0.0]",strict,Yes
