spec,solution,target_gain_linear,target_ugbw_mhz,target_pm_deg,target_ibias_ma,output_gain_linear,output_gain_db,output_ugbw_mhz,output_pm_deg,output_ibias_ma,fom,gain_pass,ugbw_pass,pm_pass,ibias_pass,complete_pass,target_reached
141,9.0,(302.0)347.30,(4.8)5.52,(75.0)75.0,(3.0)3.44,432.180988,52.713313,8.022303,83.8472,2.355483,1.1297711099058536,Yes,Yes,Yes,Yes,Yes,Yes
141,10.0,(302.0)347.30,(4.8)5.52,(75.0)75.0,(3.0)3.44,411.904746,52.295936,7.63549,82.1488,2.842621,0.8368983461026029,Yes,Yes,Yes,Yes,Yes,Yes
142,1.0,(292.0)335.80,(14.2)16.35,(75.0)75.0,(8.5)9.80,463.147113,53.314379,21.010356,87.7696,7.585665,1.0604473550218956,Yes,Yes,Yes,Yes,Yes,Yes
142,2.0,(292.0)335.80,(14.2)16.35,(75.0)75.0,(8.5)9.80,443.54227,52.9387,19.86467,86.0712,7.211066,0.9475745552705108,Yes,Yes,Yes,Yes,Yes,Yes
142,3.0,(292.0)335.80,(14.2)16.35,(75.0)75.0,(8.5)9.80,423.937426,52.546035,24.115526,84.3728,6.836468,1.1647016703540805,Yes,Yes,Yes,Yes,Yes,Yes
142,4.0,(292.0)335.80,(14.2)16.35,(75.0)75.0,(8.5)9.80,404.332583,52.134775,22.96984,82.6744,8.226347,0.8718288152373361,Yes,Yes,Yes,Yes,Yes,Yes
142,5.0,(292.0)335.80,(14.2)16.35,(75.0)75.0,(8.5)9.80,477.072739,53.571692,21.824154,80.976,7.851748,1.0339560125079883,Yes,Yes,Yes,Yes,Yes,Yes
142,6.0,(292.0)335.80,(14.2)16.35,(75.0)75.0,(8.5)9.80,457.467895,53.207212,20.678468,87.2776,7.47715,1.0277497744321025,Yes,Yes,Yes,Yes,Yes,Yes
142,7.0,(292.0)335.80,(14.2)16.35,(75.0)75.0,(8.5)9.80,437.863052,52.826766,19.532783,85.5792,7.102551,0.9148770358309909,Yes,Yes,Yes,Yes,Yes,Yes
142,8.0,(292.0)335.80,(14.2)16.35,(75.0)75.0,(8.5)9.80,418.258209,52.428889,23.783638,83.8808,6.727953,1.1320040927422503,Yes,Yes,Yes,Yes,Yes,Yes
142,9.0,(292.0)335.80,(14.2)16.35,(75.0)75.0,(8.5)9.80,398.653365,52.011909,22.637953,82.1824,8.117831,0.8391313978110211,Yes,Yes,Yes,Yes,Yes,Yes
142,10.0,(292.0)335.80,(14.2)16.35,(75.0)75.0,(8.5)9.80,471.393522,53.467672,21.492267,80.484,7.743233,1.0012584960464317,Yes,Yes,Yes,Yes,Yes,Yes
143,1.0,(256.0)294.40,(14.3)16.39,(75.0)75.0,(9.3)10.66,389.199008,51.803434,19.934742,86.1048,7.848329,0.9498074698319842,Yes,Yes,Yes,Yes,Yes,Yes
143,2.0,(256.0)294.40,(14.3)16.39,(75.0)75.0,(9.3)10.66,372.0112,51.41112,24.195731,84.4064,7.441045,1.1669346062106343,Yes,Yes,Yes,Yes,Yes,Yes
143,3.0,(256.0)294.40,(14.3)16.39,(75.0)75.0,(9.3)10.66,354.823392,51.000245,23.047314,82.708,8.952198,0.874061804855691,Yes,Yes,Yes,Yes,Yes,Yes
143,4.0,(256.0)294.40,(14.3)16.39,(75.0)75.0,(9.3)10.66,418.595584,52.435893,21.898898,81.0096,8.544914,1.0361889920917309,Yes,Yes,Yes,Yes,Yes,Yes
143,5.0,(256.0)294.40,(14.3)16.39,(75.0)75.0,(9.3)10.66,401.407776,52.071716,20.750481,87.3112,8.137629,1.0299828788159289,Yes,Yes,Yes,Yes,Yes,Yes
143,6.0,(256.0)294.40,(14.3)16.39,(75.0)75.0,(9.3)10.66,384.219968,51.691599,19.602064,85.6128,7.730345,0.9171100050471173,Yes,Yes,Yes,Yes,Yes,Yes
143,7.0,(256.0)294.40,(14.3)16.39,(75.0)75.0,(9.3)10.66,367.03216,51.294082,23.863053,83.9144,7.323061,1.1342371414257677,Yes,Yes,Yes,Yes,Yes,Yes
143,8.0,(256.0)294.40,(14.3)16.39,(75.0)75.0,(9.3)10.66,349.844352,50.877497,22.714636,82.216,8.834214,0.8413643400708241,Yes,Yes,Yes,Yes,Yes,Yes
143,9.0,(256.0)294.40,(14.3)16.39,(75.0)75.0,(9.3)10.66,413.616544,52.331958,21.566219,80.5176,8.42693,1.0034914663020127,Yes,Yes,Yes,Yes,Yes,Yes
143,10.0,(256.0)294.40,(14.3)16.39,(75.0)75.0,(9.3)10.66,396.428736,51.963303,20.417802,86.8192,8.019645,0.9972853530262105,Yes,Yes,Yes,Yes,Yes,Yes
144,1.0,(235.0)270.25,(3.2)3.72,(75.0)75.0,(4.0)4.59,341.806795,50.675614,5.499891,84.44,3.20719,1.1691676290848056,Yes,Yes,Yes,Yes,Yes,Yes
144,2.0,(235.0)270.25,(3.2)3.72,(75.0)75.0,(4.0)4.59,326.028924,50.265123,5.239091,82.7416,3.857812,0.8762949170010897,Yes,Yes,Yes,Yes,Yes,Yes
144,3.0,(235.0)270.25,(3.2)3.72,(75.0)75.0,(4.0)4.59,384.569804,51.699504,4.978291,81.0432,3.682457,1.0384220106362012,Yes,Yes,Yes,Yes,Yes,Yes
144,4.0,(235.0)270.25,(3.2)3.72,(75.0)75.0,(4.0)4.59,368.791933,51.335628,4.717491,87.3448,3.507102,1.0322157672377021,Yes,Yes,Yes,Yes,Yes,Yes
144,5.0,(235.0)270.25,(3.2)3.72,(75.0)75.0,(4.0)4.59,353.014063,50.95584,4.456692,85.6464,3.331747,0.9193431295041461,Yes,Yes,Yes,Yes,Yes,Yes
144,6.0,(235.0)270.25,(3.2)3.72,(75.0)75.0,(4.0)4.59,337.236192,50.558684,5.424341,83.948,3.156392,1.1364701105701942,Yes,Yes,Yes,Yes,Yes,Yes
144,7.0,(235.0)270.25,(3.2)3.72,(75.0)75.0,(4.0)4.59,321.458321,50.142493,5.163541,82.2496,3.807015,0.8435971805629743,Yes,Yes,Yes,Yes,Yes,Yes
144,8.0,(235.0)270.25,(3.2)3.72,(75.0)75.0,(4.0)4.59,379.999201,51.595654,4.902742,80.5512,3.63166,1.005724542829418,Yes,Yes,Yes,Yes,Yes,Yes
144,9.0,(235.0)270.25,(3.2)3.72,(75.0)75.0,(4.0)4.59,364.22133,51.227308,4.641942,86.8528,3.456305,0.9995182994309189,Yes,Yes,Yes,Yes,Yes,Yes
144,10.0,(235.0)270.25,(3.2)3.72,(75.0)75.0,(4.0)4.59,348.443459,50.842646,4.381142,85.1544,3.280949,0.8866456072892568,Yes,Yes,Yes,Yes,Yes,Yes
145,1.0,(330.0)379.50,(24.8)28.54,(75.0)75.0,(8.3)9.59,458.266174,53.222356,40.201079,82.7752,8.066425,0.8785278320869702,Yes,Yes,Yes,Yes,Yes,Yes
145,2.0,(330.0)379.50,(24.8)28.54,(75.0)75.0,(8.3)9.59,540.472515,54.655472,38.201855,81.0768,7.700099,1.0406549853844393,Yes,Yes,Yes,Yes,Yes,Yes
145,3.0,(330.0)379.50,(24.8)28.54,(75.0)75.0,(8.3)9.59,518.316356,54.291898,36.20263,87.3784,7.333773,1.0344487703054852,Yes,Yes,Yes,Yes,Yes,Yes
145,4.0,(330.0)379.50,(24.8)28.54,(75.0)75.0,(8.3)9.59,496.160197,53.912438,34.203406,85.68,6.967446,0.9215760279197975,Yes,Yes,Yes,Yes,Yes,Yes
145,5.0,(330.0)379.50,(24.8)28.54,(75.0)75.0,(8.3)9.59,474.004039,53.515641,41.621159,83.9816,6.60112,1.1387031479117116,Yes,Yes,Yes,Yes,Yes,Yes
145,6.0,(330.0)379.50,(24.8)28.54,(75.0)75.0,(8.3)9.59,451.84788,53.099845,39.621935,82.2832,7.960306,0.84583033576157,Yes,Yes,Yes,Yes,Yes,Yes
145,7.0,(330.0)379.50,(24.8)28.54,(75.0)75.0,(8.3)9.59,534.054221,54.551707,37.622711,80.5848,7.59398,1.0079574890590386,Yes,Yes,Yes,Yes,Yes,Yes
145,8.0,(330.0)379.50,(24.8)28.54,(75.0)75.0,(8.3)9.59,511.898063,54.18367,35.623486,86.8864,7.227654,1.0017512766151309,Yes,Yes,Yes,Yes,Yes,Yes
145,9.0,(330.0)379.50,(24.8)28.54,(75.0)75.0,(8.3)9.59,489.741904,53.799345,33.624262,85.188,6.861327,0.8888785342294433,Yes,Yes,Yes,Yes,Yes,Yes
145,10.0,(330.0)379.50,(24.8)28.54,(75.0)75.0,(8.3)9.59,467.585745,53.397225,41.042015,83.4896,6.495001,1.106005651586311,Yes,Yes,Yes,Yes,Yes,Yes
146,1.0,(326.0)374.90,(22.9)26.35,(75.0)75.0,(3.3)3.83,534.354342,54.556587,35.307354,81.1104,3.07884,1.0428879259752586,Yes,Yes,Yes,Yes,Yes,Yes
146,2.0,(326.0)374.90,(22.9)26.35,(75.0)75.0,(3.3)3.83,512.466743,54.193314,33.461519,87.412,2.932504,1.03668183735659,Yes,Yes,Yes,Yes,Yes,Yes
146,3.0,(326.0)374.90,(22.9)26.35,(75.0)75.0,(3.3)3.83,490.579144,53.814182,31.615684,85.7136,2.786168,0.9238090820712549,Yes,Yes,Yes,Yes,Yes,Yes
146,4.0,(326.0)374.90,(22.9)26.35,(75.0)75.0,(3.3)3.83,468.691545,53.417742,38.464315,84.0152,2.639833,1.1409360909538704,Yes,Yes,Yes,Yes,Yes,Yes
146,5.0,(326.0)374.90,(22.9)26.35,(75.0)75.0,(3.3)3.83,446.803945,53.00234,36.61848,82.3168,3.182784,0.8480634217625036,Yes,Yes,Yes,Yes,Yes,Yes
146,6.0,(326.0)374.90,(22.9)26.35,(75.0)75.0,(3.3)3.83,528.013846,54.452906,34.772645,80.6184,3.036449,1.0101904053378874,Yes,Yes,Yes,Yes,Yes,Yes
146,7.0,(326.0)374.90,(22.9)26.35,(75.0)75.0,(3.3)3.83,506.126247,54.085177,32.92681,86.92,2.890113,1.0039843167192193,Yes,Yes,Yes,Yes,Yes,Yes
146,8.0,(326.0)374.90,(22.9)26.35,(75.0)75.0,(3.3)3.83,484.238648,53.701189,31.080975,85.2216,2.743777,0.8911115614338838,Yes,Yes,Yes,Yes,Yes,Yes
146,9.0,(326.0)374.90,(22.9)26.35,(75.0)75.0,(3.3)3.83,462.351049,53.299437,37.929605,83.5232,2.597441,1.1082387935005997,Yes,Yes,Yes,Yes,Yes,Yes
146,10.0,(326.0)374.90,(22.9)26.35,(75.0)75.0,(3.3)3.83,440.463449,52.878198,36.08377,81.8248,3.140393,0.8153658631699524,Yes,Yes,Yes,Yes,Yes,Yes
147,1.0,(223.0)256.45,(12.1)13.89,(75.0)75.0,(4.6)5.27,350.848604,50.902395,17.654945,87.4456,4.039438,1.0389148669279404,Yes,Yes,Yes,Yes,Yes,Yes
147,2.0,(223.0)256.45,(12.1)13.89,(75.0)75.0,(4.6)5.27,335.876412,50.52359,16.682109,85.7472,3.838064,0.9260420140806308,Yes,Yes,Yes,Yes,Yes,Yes
147,3.0,(223.0)256.45,(12.1)13.89,(75.0)75.0,(4.6)5.27,320.90422,50.127509,20.291639,84.0488,3.63669,1.1431690589587815,Yes,Yes,Yes,Yes,Yes,Yes
147,4.0,(223.0)256.45,(12.1)13.89,(75.0)75.0,(4.6)5.27,305.932028,49.712499,19.318803,82.3504,4.383852,0.850296332638004,Yes,Yes,Yes,Yes,Yes,Yes
147,5.0,(223.0)256.45,(12.1)13.89,(75.0)75.0,(4.6)5.27,361.483585,51.161772,18.345966,80.652,4.182478,1.0124234038761224,Yes,Yes,Yes,Yes,Yes,Yes
147,6.0,(223.0)256.45,(12.1)13.89,(75.0)75.0,(4.6)5.27,346.511393,50.79435,17.37313,86.9536,3.981103,1.0062174074614698,Yes,Yes,Yes,Yes,Yes,Yes
147,7.0,(223.0)256.45,(12.1)13.89,(75.0)75.0,(4.6)5.27,331.539201,50.410698,16.400293,85.2552,3.779729,0.8933444825989838,Yes,Yes,Yes,Yes,Yes,Yes
147,8.0,(223.0)256.45,(12.1)13.89,(75.0)75.0,(4.6)5.27,316.567009,50.009313,20.009824,83.5568,3.578355,1.1104715994923111,Yes,Yes,Yes,Yes,Yes,Yes
147,9.0,(223.0)256.45,(12.1)13.89,(75.0)75.0,(4.6)5.27,301.594817,49.588477,19.036987,81.8584,4.325517,0.8175988011563573,Yes,Yes,Yes,Yes,Yes,Yes
147,10.0,(223.0)256.45,(12.1)13.89,(75.0)75.0,(4.6)5.27,357.146375,51.056925,18.064151,80.16,4.124143,0.9797259483090476,Yes,Yes,Yes,Yes,Yes,Yes
148,1.0,(393.0)451.95,(3.8)4.39,(75.0)75.0,(2.4)2.77,592.447697,55.453,5.282561,85.7808,2.02298,0.9282747737035189,Yes,Yes,Yes,Yes,Yes,Yes
148,2.0,(393.0)451.95,(3.8)4.39,(75.0)75.0,(2.4)2.77,566.061726,55.057276,6.424239,84.0824,1.916949,1.145401949474884,Yes,Yes,Yes,Yes,Yes,Yes
148,3.0,(393.0)451.95,(3.8)4.39,(75.0)75.0,(2.4)2.77,539.675755,54.642658,6.116536,82.384,2.310357,0.8525294568425918,Yes,Yes,Yes,Yes,Yes,Yes
148,4.0,(393.0)451.95,(3.8)4.39,(75.0)75.0,(2.4)2.77,637.576034,56.09064,5.808832,80.6856,2.204326,1.0146565611003842,Yes,Yes,Yes,Yes,Yes,Yes
148,5.0,(393.0)451.95,(3.8)4.39,(75.0)75.0,(2.4)2.77,611.190063,55.723526,5.501128,86.9872,2.098295,1.008450332024843,Yes,Yes,Yes,Yes,Yes,Yes
148,6.0,(393.0)451.95,(3.8)4.39,(75.0)75.0,(2.4)2.77,584.804092,55.340208,5.193424,85.2888,1.992264,0.8955774362826351,Yes,Yes,Yes,Yes,Yes,Yes
148,7.0,(393.0)451.95,(3.8)4.39,(75.0)75.0,(2.4)2.77,558.418121,54.93919,6.335102,83.5904,1.886233,1.1127046120539998,Yes,Yes,Yes,Yes,Yes,Yes
148,8.0,(393.0)451.95,(3.8)4.39,(75.0)75.0,(2.4)2.77,532.03215,54.518758,6.027399,81.892,2.279642,0.8198317590176856,Yes,Yes,Yes,Yes,Yes,Yes
148,9.0,(393.0)451.95,(3.8)4.39,(75.0)75.0,(2.4)2.77,629.93243,55.985879,5.719695,80.1936,2.173611,0.9819588654881117,Yes,Yes,Yes,Yes,Yes,Yes
148,10.0,(393.0)451.95,(3.8)4.39,(75.0)75.0,(2.4)2.77,603.546459,55.614214,5.411991,86.4952,2.06758,0.9757526364125707,Yes,Yes,Yes,Yes,Yes,Yes
149,1.0,(212.0)243.80,(21.0)24.12,(75.0)75.0,(9.4)10.86,305.638041,49.704148,35.309391,84.116,7.509305,1.1476351244423384,Yes,Yes,Yes,Yes,Yes,Yes
149,2.0,(212.0)243.80,(21.0)24.12,(75.0)75.0,(9.4)10.86,291.404388,49.289922,33.619768,82.4176,9.048728,0.8547623219710184,Yes,Yes,Yes,Yes,Yes,Yes
149,3.0,(212.0)243.80,(21.0)24.12,(75.0)75.0,(9.4)10.86,344.215734,50.736614,31.930144,80.7192,8.633824,1.0168895091096797,Yes,Yes,Yes,Yes,Yes,Yes
149,4.0,(212.0)243.80,(21.0)24.12,(75.0)75.0,(9.4)10.86,329.982081,50.369807,30.240521,87.0208,8.218921,1.0106833163776614,Yes,Yes,Yes,Yes,Yes,Yes
149,5.0,(212.0)243.80,(21.0)24.12,(75.0)75.0,(9.4)10.86,315.748428,49.986824,28.550897,85.3224,7.804017,0.8978105076180453,Yes,Yes,Yes,Yes,Yes,Yes
149,6.0,(212.0)243.80,(21.0)24.12,(75.0)75.0,(9.4)10.86,301.514774,49.586172,34.819933,83.624,7.389114,1.1149376015468078,Yes,Yes,Yes,Yes,Yes,Yes
149,7.0,(212.0)243.80,(21.0)24.12,(75.0)75.0,(9.4)10.86,287.281121,49.166142,33.13031,81.9256,8.928537,0.822064799075488,Yes,Yes,Yes,Yes,Yes,Yes
149,8.0,(212.0)243.80,(21.0)24.12,(75.0)75.0,(9.4)10.86,340.092467,50.63194,31.440686,80.2272,8.513633,0.984191986214149,Yes,Yes,Yes,Yes,Yes,Yes
149,9.0,(212.0)243.80,(21.0)24.12,(75.0)75.0,(9.4)10.86,325.858814,50.260589,29.751063,86.5288,8.09873,0.9779857934821307,Yes,Yes,Yes,Yes,Yes,Yes
149,10.0,(212.0)243.80,(21.0)24.12,(75.0)75.0,(9.4)10.86,311.62516,49.87265,28.061439,84.8304,7.683826,0.8651129806207919,Yes,Yes,Yes,Yes,Yes,Yes
150,1.0,(228.0)262.20,(13.0)14.91,(75.0)75.0,(1.4)1.66,313.700013,49.930291,20.79874,82.4512,1.388594,0.8569952416857203,Yes,Yes,Yes,Yes,Yes,Yes
150,2.0,(228.0)262.20,(13.0)14.91,(75.0)75.0,(1.4)1.66,370.497122,51.375697,19.754499,80.7528,1.324982,1.0191222221790726,Yes,Yes,Yes,Yes,Yes,Yes
150,3.0,(228.0)262.20,(13.0)14.91,(75.0)75.0,(1.4)1.66,355.18923,51.009196,18.710259,87.0544,1.261369,1.0129165333489318,Yes,Yes,Yes,Yes,Yes,Yes
150,4.0,(228.0)262.20,(13.0)14.91,(75.0)75.0,(1.4)1.66,339.881339,50.626546,17.666018,85.356,1.197757,0.9000435138422842,Yes,Yes,Yes,Yes,Yes,Yes
150,5.0,(228.0)262.20,(13.0)14.91,(75.0)75.0,(1.4)1.66,324.573447,50.22626,21.540481,83.6576,1.134145,1.117170484022454,Yes,Yes,Yes,Yes,Yes,Yes
150,6.0,(228.0)262.20,(13.0)14.91,(75.0)75.0,(1.4)1.66,309.265556,49.806631,20.49624,81.9592,1.370166,0.8242980693707849,Yes,Yes,Yes,Yes,Yes,Yes
150,7.0,(228.0)262.20,(13.0)14.91,(75.0)75.0,(1.4)1.66,366.062664,51.271109,19.451999,80.2608,1.306554,0.9864250460502547,Yes,Yes,Yes,Yes,Yes,Yes
150,8.0,(228.0)262.20,(13.0)14.91,(75.0)75.0,(1.4)1.66,350.754773,50.900072,18.407758,86.5624,1.242942,0.9802186932102739,Yes,Yes,Yes,Yes,Yes,Yes
150,9.0,(228.0)262.20,(13.0)14.91,(75.0)75.0,(1.4)1.66,335.446881,50.512475,17.363517,84.864,1.179329,0.8673462706226243,Yes,Yes,Yes,Yes,Yes,Yes
150,10.0,(228.0)262.20,(13.0)14.91,(75.0)75.0,(1.4)1.66,320.138989,50.106771,21.237981,83.1656,1.415351,0.9044733120157342,Yes,Yes,Yes,Yes,Yes,Yes
151,1.0,(239.0)274.85,(18.2)20.93,(75.0)75.0,(7.7)8.88,388.689434,51.792055,27.766181,80.7864,7.077323,1.0213555097109714,Yes,Yes,Yes,Yes,Yes,Yes
151,2.0,(239.0)274.85,(18.2)20.93,(75.0)75.0,(7.7)8.88,372.643004,51.425859,26.299969,87.088,6.737864,1.015149303745996,Yes,Yes,Yes,Yes,Yes,Yes
151,3.0,(239.0)274.85,(18.2)20.93,(75.0)75.0,(7.7)8.88,356.596574,51.043543,24.833757,85.3896,6.398404,0.9022765436874227,Yes,Yes,Yes,Yes,Yes,Yes
151,4.0,(239.0)274.85,(18.2)20.93,(75.0)75.0,(7.7)8.88,340.550144,50.643621,30.273867,83.6912,6.058945,1.119403618823361,Yes,Yes,Yes,Yes,Yes,Yes
151,5.0,(239.0)274.85,(18.2)20.93,(75.0)75.0,(7.7)8.88,324.503714,50.224393,28.807655,81.9928,7.318447,0.826530798953949,Yes,Yes,Yes,Yes,Yes,Yes
151,6.0,(239.0)274.85,(18.2)20.93,(75.0)75.0,(7.7)8.88,384.041034,51.687553,27.341442,80.2944,6.978987,0.9886579911130764,Yes,Yes,Yes,Yes,Yes,Yes
151,7.0,(239.0)274.85,(18.2)20.93,(75.0)75.0,(7.7)8.88,367.994604,51.316829,25.87523,86.596,6.639528,0.9824517851481005,Yes,Yes,Yes,Yes,Yes,Yes
151,8.0,(239.0)274.85,(18.2)20.93,(75.0)75.0,(7.7)8.88,351.948173,50.929574,24.409018,84.8976,6.300068,0.8695790214511794,Yes,Yes,Yes,Yes,Yes,Yes
151,9.0,(239.0)274.85,(18.2)20.93,(75.0)75.0,(7.7)8.88,335.901743,50.524245,29.849128,83.1992,7.55957,0.9067061493493476,Yes,Yes,Yes,Yes,Yes,Yes
151,10.0,(239.0)274.85,(18.2)20.93,(75.0)75.0,(7.7)8.88,319.855313,50.099071,28.382916,81.5008,7.220111,0.7938332767177054,Yes,Yes,Yes,Yes,Yes,Yes
152,1.0,(360.0)414.00,(13.2)15.19,(75.0)75.0,(1.2)1.36,561.78144,54.991348,19.11604,87.1216,1.029292,1.017382663977587,Yes,Yes,Yes,Yes,Yes,Yes
152,2.0,(360.0)414.00,(13.2)15.19,(75.0)75.0,(1.2)1.36,537.611085,54.609364,18.051503,85.4232,0.977487,0.90450982560852,Yes,Yes,Yes,Yes,Yes,Yes
152,3.0,(360.0)414.00,(13.2)15.19,(75.0)75.0,(1.2)1.36,525.146787,54.405614,17.179515,80.1958,1.590542,0.29509687438613674,Yes,Yes,Yes,No,No,No
152,4.0,(360.0)414.00,(13.2)15.19,(75.0)75.0,(1.2)1.36,510.644574,54.162374,19.549376,70.9545,1.0545,0.6882262158156369,Yes,Yes,No,Yes,No,No
152,5.0,(360.0)414.00,(13.2)15.19,(75.0)75.0,(1.2)1.36,578.95002,55.252821,19.872197,80.328,1.06609,0.9908912448307938,Yes,Yes,Yes,Yes,Yes,Yes
152,6.0,(360.0)414.00,(13.2)15.19,(75.0)75.0,(1.2)1.36,554.779665,54.882411,18.80766,86.6296,1.014285,0.9846850731283934,Yes,Yes,Yes,Yes,Yes,Yes
152,7.0,(360.0)414.00,(13.2)15.19,(75.0)75.0,(1.2)1.36,530.60931,54.495497,17.743123,84.9312,0.96248,0.8718122347593267,Yes,Yes,Yes,Yes,Yes,Yes
152,8.0,(360.0)414.00,(13.2)15.19,(75.0)75.0,(1.2)1.36,506.438955,54.090542,21.692892,83.2328,1.154693,0.9089393965314302,Yes,Yes,Yes,Yes,Yes,Yes
152,9.0,(360.0)414.00,(13.2)15.19,(75.0)75.0,(1.2)1.36,482.2686,53.66578,20.628355,81.5344,1.102888,0.7960665581623628,Yes,Yes,Yes,Yes,Yes,Yes
152,10.0,(360.0)414.00,(13.2)15.19,(75.0)75.0,(1.2)1.36,571.948245,55.147135,19.563818,87.836,1.051083,1.0648603864599628,Yes,Yes,Yes,Yes,Yes,Yes
153,1.0,(240.0)276.00,(7.6)8.70,(75.0)75.0,(1.1)1.32,358.72617,51.095261,10.343528,85.4568,0.95127,0.9067425060501886,Yes,Yes,Yes,Yes,Yes,Yes
153,2.0,(240.0)276.00,(7.6)8.70,(75.0)75.0,(1.1)1.32,342.6126,50.696067,12.604112,83.7584,0.900907,1.1238698696846097,Yes,Yes,Yes,Yes,Yes,Yes
153,3.0,(240.0)276.00,(7.6)8.70,(75.0)75.0,(1.1)1.32,326.49903,50.277638,11.994842,82.06,1.087769,0.8309967940733484,Yes,Yes,Yes,Yes,Yes,Yes
153,4.0,(240.0)276.00,(7.6)8.70,(75.0)75.0,(1.1)1.32,386.28546,51.738167,11.385572,80.3616,1.037406,0.9931241530236583,Yes,Yes,Yes,Yes,Yes,Yes
153,5.0,(240.0)276.00,(7.6)8.70,(75.0)75.0,(1.1)1.32,370.17189,51.368069,10.776302,86.6632,0.987043,0.9869181786406351,Yes,Yes,Yes,Yes,Yes,Yes
153,6.0,(240.0)276.00,(7.6)8.70,(75.0)75.0,(1.1)1.32,354.05832,50.981496,10.167032,84.9648,0.936681,0.8740447788157968,Yes,Yes,Yes,Yes,Yes,Yes
153,7.0,(240.0)276.00,(7.6)8.70,(75.0)75.0,(1.1)1.32,337.94475,50.576914,12.427616,83.2664,1.123542,0.9111724666637948,Yes,Yes,Yes,Yes,Yes,Yes
153,8.0,(240.0)276.00,(7.6)8.70,(75.0)75.0,(1.1)1.32,321.83118,50.152562,11.818346,81.568,1.07318,0.7982990668389565,Yes,Yes,Yes,Yes,Yes,Yes
153,9.0,(240.0)276.00,(7.6)8.70,(75.0)75.0,(1.1)1.32,381.61761,51.632568,11.209076,87.8696,1.022817,1.0670930924559332,Yes,Yes,Yes,Yes,Yes,Yes
153,10.0,(240.0)276.00,(7.6)8.70,(75.0)75.0,(1.1)1.32,365.50404,51.257844,10.599806,86.1712,0.972454,0.9542204514062431,Yes,Yes,Yes,Yes,Yes,Yes
154,1.0,(374.0)430.10,(21.0)24.19,(75.0)75.0,(4.6)5.23,534.401401,54.557352,35.090399,83.792,3.581379,1.1261026668069556,Yes,Yes,Yes,Yes,Yes,Yes
154,2.0,(374.0)430.10,(21.0)24.19,(75.0)75.0,(4.6)5.23,509.291087,54.139322,33.395785,82.0936,4.32339,0.8332298500669797,Yes,Yes,Yes,Yes,Yes,Yes
154,3.0,(374.0)430.10,(21.0)24.19,(75.0)75.0,(4.6)5.23,602.458274,55.598539,31.701171,80.3952,4.123404,0.9953570096371422,Yes,Yes,Yes,Yes,Yes,Yes
154,4.0,(374.0)430.10,(21.0)24.19,(75.0)75.0,(4.6)5.23,577.347961,55.228753,30.006557,86.6968,3.923418,0.9891508358739718,Yes,Yes,Yes,Yes,Yes,Yes
154,5.0,(374.0)430.10,(21.0)24.19,(75.0)75.0,(4.6)5.23,552.237648,54.84252,28.311944,84.9984,3.723432,0.8762780367862979,Yes,Yes,Yes,Yes,Yes,Yes
154,6.0,(374.0)430.10,(21.0)24.19,(75.0)75.0,(4.6)5.23,527.127334,54.438311,34.599495,83.3,4.465443,0.9134051912592553,Yes,Yes,Yes,Yes,Yes,Yes
154,7.0,(374.0)430.10,(21.0)24.19,(75.0)75.0,(4.6)5.23,502.017021,54.014369,32.904882,81.6016,4.265457,0.8005323921715817,Yes,Yes,Yes,Yes,Yes,Yes
154,8.0,(374.0)430.10,(21.0)24.19,(75.0)75.0,(4.6)5.23,595.184208,55.493028,31.210268,87.9032,4.065471,1.0693262184084107,Yes,Yes,Yes,Yes,Yes,Yes
154,9.0,(374.0)430.10,(21.0)24.19,(75.0)75.0,(4.6)5.23,570.073895,55.118623,29.515654,86.2048,3.865485,0.9564533779785733,Yes,Yes,Yes,Yes,Yes,Yes
154,10.0,(374.0)430.10,(21.0)24.19,(75.0)75.0,(4.6)5.23,544.963581,54.72735,35.803206,84.5064,3.665499,1.1735805477787922,Yes,Yes,Yes,Yes,Yes,Yes
155,1.0,(308.0)354.20,(24.5)28.20,(75.0)75.0,(3.2)3.69,419.825291,52.461372,38.980095,82.1272,3.051424,0.83546292759149,Yes,Yes,Yes,Yes,Yes,Yes
155,2.0,(308.0)354.20,(24.5)28.20,(75.0)75.0,(3.2)3.69,496.551209,53.919281,37.004099,80.4288,2.910404,0.9975901346047311,Yes,Yes,Yes,Yes,Yes,Yes
155,3.0,(308.0)354.20,(24.5)28.20,(75.0)75.0,(3.2)3.69,475.872128,53.549805,35.028102,86.7304,2.769384,0.9913839756528847,Yes,Yes,Yes,Yes,Yes,Yes
155,4.0,(308.0)354.20,(24.5)28.20,(75.0)75.0,(3.2)3.69,455.193046,53.163912,33.052105,85.032,2.628365,0.8785108762281507,Yes,Yes,Yes,Yes,Yes,Yes
155,5.0,(308.0)354.20,(24.5)28.20,(75.0)75.0,(3.2)3.69,434.513965,52.760075,40.383677,83.3336,3.151593,0.9156381949538149,Yes,Yes,Yes,Yes,Yes,Yes
155,6.0,(308.0)354.20,(24.5)28.20,(75.0)75.0,(3.2)3.69,413.834883,52.336542,38.40768,81.6352,3.010573,0.8027653665120378,Yes,Yes,Yes,Yes,Yes,Yes
155,7.0,(308.0)354.20,(24.5)28.20,(75.0)75.0,(3.2)3.69,490.560802,53.813857,36.431683,87.9368,2.869553,1.0715592075601914,Yes,Yes,Yes,Yes,Yes,Yes
