spec,solution,target_gain_linear,target_ugbw_mhz,target_pm_deg,target_ibias_ma,output_gain_linear,output_gain_db,output_ugbw_mhz,output_pm_deg,output_ibias_ma,fom,gain_pass,ugbw_pass,pm_pass,ibias_pass,complete_pass,target_reached,scalarized_value,preference,scalarization
156,3.0,352.0,6.849541745803321,75.0,1.2952936970118654,520.688168,54.331554,9.241651,85.0656,1.062073,1.142725,Yes,Yes,Yes,Yes,Yes,Yes,0.134208,"[0.0, 0.0, 1.0, 0.0]",cosine
156,4.0,352.0,6.849541745803321,75.0,1.2952936970118654,497.054932,53.928088,11.289199,83.3672,1.273276,1.188817,Yes,Yes,Yes,Yes,Yes,Yes,0.016998,"[0.0, 0.0, 0.0, 1.0]",cosine
156,5.0,352.0,6.849541745803321,75.0,1.2952936970118654,473.421696,53.504963,10.737346,81.6688,1.216353,1.06241,Yes,Yes,Yes,Yes,Yes,Yes,0.645269,"[0.5, 0.5, 0.0, 0.0]",cosine
156,6.0,352.0,6.849541745803321,75.0,1.2952936970118654,561.10846,54.980936,10.185493,87.9704,1.15943,1.35892,Yes,Yes,Yes,Yes,Yes,Yes,0.542349,"[0.5, 0.0, 0.5, 0.0]",cosine
156,7.0,352.0,6.849541745803321,75.0,1.2952936970118654,537.475224,54.607169,9.63364,86.272,1.102506,1.232514,Yes,Yes,Yes,Yes,Yes,Yes,0.477831,"[0.5, 0.0, 0.0, 0.5]",cosine
156,8.0,352.0,6.849541745803321,75.0,1.2952936970118654,513.841988,54.216592,11.681189,84.5736,1.045583,1.485607,Yes,Yes,Yes,Yes,Yes,Yes,0.589052,"[0.0, 0.5, 0.5, 0.0]",cosine
156,9.0,352.0,6.849541745803321,75.0,1.2952936970118654,490.208752,53.807621,11.129336,82.8752,1.256786,1.152199,Yes,Yes,Yes,Yes,Yes,Yes,0.462843,"[0.0, 0.5, 0.0, 0.5]",cosine
156,10.0,352.0,6.849541745803321,75.0,1.2952936970118654,577.895516,55.236986,10.577483,81.1768,1.199863,1.342042,Yes,Yes,Yes,Yes,Yes,Yes,0.110331,"[0.0, 0.0, 0.5, 0.5]",cosine
157,1.0,216.0,14.230361845131272,75.0,3.647045714779822,334.302309,50.482788,20.369313,86.7976,3.153831,1.271632,Yes,Yes,Yes,Yes,Yes,Yes,0.547696,"[1.0, 0.0, 0.0, 0.0]",cosine
157,2.0,216.0,14.230361845131272,75.0,3.647045714779822,319.800096,50.097572,19.222803,85.0992,2.993557,1.145225,Yes,Yes,Yes,Yes,Yes,Yes,0.35083,"[0.0, 1.0, 0.0, 0.0]",cosine
157,3.0,216.0,14.230361845131272,75.0,3.647045714779822,305.297883,49.694476,23.476716,83.4008,2.833284,1.398318,Yes,Yes,Yes,Yes,Yes,Yes,0.112011,"[0.0, 0.0, 1.0, 0.0]",cosine
157,4.0,216.0,14.230361845131272,75.0,3.647045714779822,290.79567,49.271759,22.330206,81.7024,3.427949,1.064911,Yes,Yes,Yes,Yes,Yes,Yes,0.060075,"[0.0, 0.0, 0.0, 1.0]",cosine
157,5.0,216.0,14.230361845131272,75.0,3.647045714779822,344.603457,50.746393,21.183697,80.004,3.267676,1.254754,Yes,Yes,Yes,Yes,Yes,Yes,0.766513,"[0.5, 0.5, 0.0, 0.0]",cosine
157,6.0,216.0,14.230361845131272,75.0,3.647045714779822,330.101244,50.372943,20.037187,86.3056,3.107402,1.235014,Yes,Yes,Yes,Yes,Yes,Yes,0.480117,"[0.5, 0.0, 0.5, 0.0]",cosine
157,7.0,216.0,14.230361845131272,75.0,3.647045714779822,315.599031,49.982713,24.2911,84.6072,2.947129,1.488107,Yes,Yes,Yes,Yes,Yes,Yes,0.461755,"[0.5, 0.0, 0.0, 0.5]",cosine
157,8.0,216.0,14.230361845131272,75.0,3.647045714779822,301.096818,49.574123,23.14459,82.9088,3.541794,1.1547,Yes,Yes,Yes,Yes,Yes,Yes,0.517513,"[0.0, 0.5, 0.5, 0.0]",cosine
157,9.0,216.0,14.230361845131272,75.0,3.647045714779822,354.904605,51.002233,21.99808,81.2104,3.38152,1.344543,Yes,Yes,Yes,Yes,Yes,Yes,0.437459,"[0.0, 0.5, 0.0, 0.5]",cosine
157,10.0,216.0,14.230361845131272,75.0,3.647045714779822,340.402392,50.639852,20.851571,87.512,3.221247,1.324803,Yes,Yes,Yes,Yes,Yes,Yes,0.20052,"[0.0, 0.0, 0.5, 0.5]",cosine
158,1.0,298.0,10.2060643179316,75.0,7.726333812293401,441.601507,52.900611,13.802928,85.1328,6.348624,1.147726,Yes,Yes,Yes,Yes,Yes,Yes,0.481884,"[1.0, 0.0, 0.0, 0.0]",cosine
158,2.0,298.0,10.2060643179316,75.0,7.726333812293401,421.593824,52.497885,16.853849,83.4344,6.009082,1.400819,Yes,Yes,Yes,Yes,Yes,Yes,0.651356,"[0.0, 1.0, 0.0, 0.0]",cosine
158,3.0,298.0,10.2060643179316,75.0,7.726333812293401,401.586141,52.075574,16.031568,81.736,7.268891,1.067412,Yes,Yes,Yes,Yes,Yes,Yes,0.089813,"[0.0, 0.0, 1.0, 0.0]",cosine
158,4.0,298.0,10.2060643179316,75.0,7.726333812293401,475.820958,53.548871,15.209287,80.0376,6.929349,1.257255,Yes,Yes,Yes,Yes,Yes,Yes,0.103152,"[0.0, 0.0, 0.0, 1.0]",cosine
158,5.0,298.0,10.2060643179316,75.0,7.726333812293401,455.813276,53.175739,14.387007,86.3392,6.589806,1.237515,Yes,Yes,Yes,Yes,Yes,Yes,0.664134,"[0.5, 0.5, 0.0, 0.0]",cosine
158,6.0,298.0,10.2060643179316,75.0,7.726333812293401,435.805593,52.785856,13.564726,84.6408,6.250264,1.111108,Yes,Yes,Yes,Yes,Yes,Yes,0.417885,"[0.5, 0.0, 0.5, 0.0]",cosine
158,7.0,298.0,10.2060643179316,75.0,7.726333812293401,415.79791,52.377646,16.615647,82.9424,7.510073,1.157201,Yes,Yes,Yes,Yes,Yes,Yes,0.299308,"[0.5, 0.0, 0.0, 0.5]",cosine
158,8.0,298.0,10.2060643179316,75.0,7.726333812293401,490.032727,53.804502,15.793366,81.244,7.170531,1.347044,Yes,Yes,Yes,Yes,Yes,Yes,0.445974,"[0.0, 0.5, 0.5, 0.0]",cosine
158,9.0,298.0,10.2060643179316,75.0,7.726333812293401,470.025045,53.44242,14.971085,87.5456,6.830988,1.327304,Yes,Yes,Yes,Yes,Yes,Yes,0.412076,"[0.0, 0.5, 0.0, 0.5]",cosine
158,10.0,298.0,10.2060643179316,75.0,7.726333812293401,450.017362,53.064585,14.148805,85.8472,6.491446,1.200897,Yes,Yes,Yes,Yes,Yes,Yes,0.215284,"[0.0, 0.0, 0.5, 0.5]",cosine
159,1.0,297.0,23.124835598357485,75.0,4.573979061486173,420.57357,52.47684,38.224202,83.468,3.561345,1.40332,Yes,Yes,Yes,Yes,Yes,Yes,0.416073,"[1.0, 0.0, 0.0, 0.0]",cosine
159,2.0,297.0,23.124835598357485,75.0,4.573979061486173,400.633027,52.054935,36.361083,81.7696,4.30715,1.069913,Yes,Yes,Yes,Yes,Yes,Yes,0.572382,"[0.0, 1.0, 0.0, 0.0]",cosine
159,3.0,297.0,23.124835598357485,75.0,4.573979061486173,474.618734,53.526898,34.497965,80.0712,4.106142,1.259756,Yes,Yes,Yes,Yes,Yes,Yes,0.067616,"[0.0, 0.0, 1.0, 0.0]",cosine
159,4.0,297.0,23.124835598357485,75.0,4.573979061486173,454.678191,53.154082,32.634847,86.3728,3.905133,1.240015,Yes,Yes,Yes,Yes,Yes,Yes,0.146228,"[0.0, 0.0, 0.0, 1.0]",cosine
159,5.0,297.0,23.124835598357485,75.0,4.573979061486173,434.737648,52.764545,30.771728,84.6744,3.704124,1.113609,Yes,Yes,Yes,Yes,Yes,Yes,0.561755,"[0.5, 0.5, 0.0, 0.0]",cosine
159,6.0,297.0,23.124835598357485,75.0,4.573979061486173,414.797105,52.356714,37.684485,82.976,4.44993,1.159701,Yes,Yes,Yes,Yes,Yes,Yes,0.355653,"[0.5, 0.0, 0.5, 0.0]",cosine
159,7.0,297.0,23.124835598357485,75.0,4.573979061486173,394.856562,51.928787,35.821367,81.2776,4.248921,1.033295,Yes,Yes,Yes,Yes,Yes,Yes,0.283232,"[0.5, 0.0, 0.0, 0.5]",cosine
159,8.0,297.0,23.124835598357485,75.0,4.573979061486173,468.842269,53.420535,33.958249,87.5792,4.047912,1.329804,Yes,Yes,Yes,Yes,Yes,Yes,0.44986,"[0.0, 0.5, 0.5, 0.0]",cosine
159,9.0,297.0,23.124835598357485,75.0,4.573979061486173,448.901727,53.043026,32.09513,85.8808,3.846904,1.203397,Yes,Yes,Yes,Yes,Yes,Yes,0.386693,"[0.0, 0.5, 0.0, 0.5]",cosine
159,10.0,297.0,23.124835598357485,75.0,4.573979061486173,428.961184,52.64836,39.007887,84.1824,3.645895,1.45649,Yes,Yes,Yes,Yes,Yes,Yes,0.230048,"[0.0, 0.0, 0.5, 0.5]",cosine
160,1.0,352.0,13.197781398229456,75.0,4.687131291058499,475.291872,53.539208,20.772994,81.8032,4.417776,1.072414,Yes,Yes,Yes,Yes,Yes,Yes,0.350261,"[1.0, 0.0, 0.0, 0.0]",cosine
160,2.0,352.0,13.197781398229456,75.0,4.687131291058499,562.978636,55.009838,19.709678,80.1048,4.211795,1.262257,Yes,Yes,Yes,Yes,Yes,Yes,0.493408,"[0.0, 1.0, 0.0, 0.0]",cosine
160,3.0,352.0,13.197781398229456,75.0,4.687131291058499,539.3454,54.63734,18.646361,86.4064,4.005814,1.242516,Yes,Yes,Yes,Yes,Yes,Yes,0.152085,"[0.0, 0.0, 1.0, 0.0]",cosine
160,4.0,352.0,13.197781398229456,75.0,4.687131291058499,515.712164,54.248148,17.583044,84.708,3.799833,1.116109,Yes,Yes,Yes,Yes,Yes,Yes,0.189305,"[0.0, 0.0, 0.0, 1.0]",cosine
160,5.0,352.0,13.197781398229456,75.0,4.687131291058499,492.078928,53.840695,21.528285,83.0096,4.564088,1.162202,Yes,Yes,Yes,Yes,Yes,Yes,0.727723,"[0.5, 0.5, 0.0, 0.0]",cosine
160,6.0,352.0,13.197781398229456,75.0,4.687131291058499,468.445692,53.413185,20.464968,81.3112,4.358107,1.035795,Yes,Yes,Yes,Yes,Yes,Yes,0.293422,"[0.5, 0.0, 0.5, 0.0]",cosine
160,7.0,352.0,13.197781398229456,75.0,4.687131291058499,556.132456,54.903565,19.401651,87.6128,4.152126,1.332305,Yes,Yes,Yes,Yes,Yes,Yes,0.490778,"[0.5, 0.0, 0.0, 0.5]",cosine
160,8.0,352.0,13.197781398229456,75.0,4.687131291058499,532.49922,54.52638,18.338334,85.9144,3.946145,1.205898,Yes,Yes,Yes,Yes,Yes,Yes,0.378321,"[0.0, 0.5, 0.5, 0.0]",cosine
160,9.0,352.0,13.197781398229456,75.0,4.687131291058499,508.865984,54.132068,22.283576,84.216,3.740163,1.458991,Yes,Yes,Yes,Yes,Yes,Yes,0.629657,"[0.0, 0.5, 0.0, 0.5]",cosine
160,10.0,352.0,13.197781398229456,75.0,4.687131291058499,485.232748,53.719002,21.220259,82.5176,4.504418,1.125584,Yes,Yes,Yes,Yes,Yes,Yes,0.098441,"[0.0, 0.0, 0.5, 0.5]",cosine
161,1.0,319.0,22.103830123515426,75.0,8.539573638045372,510.623101,54.162009,33.045277,80.1384,7.680974,1.264757,Yes,Yes,Yes,Yes,Yes,Yes,0.600699,"[1.0, 0.0, 0.0, 0.0]",cosine
161,2.0,319.0,22.103830123515426,75.0,8.539573638045372,489.20548,53.789826,31.264419,86.44,7.305693,1.245017,Yes,Yes,Yes,Yes,Yes,Yes,0.414434,"[0.0, 1.0, 0.0, 0.0]",cosine
161,3.0,319.0,22.103830123515426,75.0,8.539573638045372,467.78786,53.400979,29.483561,84.7416,6.930412,1.11861,Yes,Yes,Yes,Yes,Yes,Yes,0.129888,"[0.0, 0.0, 1.0, 0.0]",cosine
161,4.0,319.0,22.103830123515426,75.0,8.539573638045372,446.37024,52.993905,36.091106,83.0432,8.322823,1.164703,Yes,Yes,Yes,Yes,Yes,Yes,0.025382,"[0.0, 0.0, 0.0, 1.0]",cosine
161,5.0,319.0,22.103830123515426,75.0,8.539573638045372,424.95262,52.56681,34.310248,81.3448,7.947542,1.038296,Yes,Yes,Yes,Yes,Yes,Yes,0.625345,"[0.5, 0.5, 0.0, 0.0]",cosine
161,6.0,319.0,22.103830123515426,75.0,8.539573638045372,504.41875,54.055824,32.52939,87.6464,7.572261,1.334806,Yes,Yes,Yes,Yes,Yes,Yes,0.530237,"[0.5, 0.0, 0.5, 0.0]",cosine
161,7.0,319.0,22.103830123515426,75.0,8.539573638045372,483.00113,53.678963,30.748532,85.948,7.19698,1.208399,Yes,Yes,Yes,Yes,Yes,Yes,0.474702,"[0.5, 0.0, 0.0, 0.5]",cosine
161,8.0,319.0,22.103830123515426,75.0,8.539573638045372,461.58351,53.285006,37.356077,84.2496,6.821699,1.461492,Yes,Yes,Yes,Yes,Yes,Yes,0.575129,"[0.0, 0.5, 0.5, 0.0]",cosine
161,9.0,319.0,22.103830123515426,75.0,8.539573638045372,440.16589,52.872328,35.575219,82.5512,8.21411,1.128085,Yes,Yes,Yes,Yes,Yes,Yes,0.457902,"[0.0, 0.5, 0.0, 0.5]",cosine
161,10.0,319.0,22.103830123515426,75.0,8.539573638045372,519.632019,54.313918,33.794361,80.8528,7.838829,1.317928,Yes,Yes,Yes,Yes,Yes,Yes,0.113205,"[0.0, 0.0, 0.5, 0.5]",cosine
162,1.0,335.0,21.73664642628612,75.0,0.9951667916803963,514.187396,54.222429,30.779708,86.4736,0.852241,1.247517,Yes,Yes,Yes,Yes,Yes,Yes,0.534888,"[1.0, 0.0, 0.0, 0.0]",cosine
162,2.0,335.0,21.73664642628612,75.0,0.9951667916803963,491.695538,53.833925,29.028433,84.7752,0.808507,1.121111,Yes,Yes,Yes,Yes,Yes,Yes,0.335461,"[0.0, 1.0, 0.0, 0.0]",cosine
162,3.0,335.0,21.73664642628612,75.0,0.9951667916803963,469.20368,53.427228,35.526215,83.0768,0.970773,1.167204,Yes,Yes,Yes,Yes,Yes,Yes,0.107691,"[0.0, 0.0, 1.0, 0.0]",cosine
162,4.0,335.0,21.73664642628612,75.0,0.9951667916803963,446.711822,53.000549,33.77494,81.3784,0.927039,1.040797,Yes,Yes,Yes,Yes,Yes,Yes,0.068459,"[0.0, 0.0, 0.0, 1.0]",cosine
162,5.0,335.0,21.73664642628612,75.0,0.9951667916803963,530.163714,54.4882,32.023665,87.68,0.883305,1.337307,Yes,Yes,Yes,Yes,Yes,Yes,0.746588,"[0.5, 0.5, 0.0, 0.0]",cosine
162,6.0,335.0,21.73664642628612,75.0,0.9951667916803963,507.671856,54.111662,30.272391,85.9816,0.839572,1.210899,Yes,Yes,Yes,Yes,Yes,Yes,0.468006,"[0.5, 0.0, 0.5, 0.0]",cosine
162,7.0,335.0,21.73664642628612,75.0,0.9951667916803963,485.179998,53.718058,36.770173,84.2832,0.795838,1.463993,Yes,Yes,Yes,Yes,Yes,Yes,0.458626,"[0.5, 0.0, 0.0, 0.5]",cosine
162,8.0,335.0,21.73664642628612,75.0,0.9951667916803963,462.688139,53.305767,35.018898,82.5848,0.958104,1.130585,Yes,Yes,Yes,Yes,Yes,Yes,0.50359,"[0.0, 0.5, 0.5, 0.0]",cosine
162,9.0,335.0,21.73664642628612,75.0,0.9951667916803963,546.140031,54.74608,33.267623,80.8864,0.91437,1.320429,Yes,Yes,Yes,Yes,Yes,Yes,0.432519,"[0.0, 0.5, 0.0, 0.5]",cosine
162,10.0,335.0,21.73664642628612,75.0,0.9951667916803963,523.648173,54.380792,31.516348,87.188,0.870636,1.300689,Yes,Yes,Yes,Yes,Yes,Yes,0.203394,"[0.0, 0.0, 0.5, 0.5]",cosine
163,1.0,264.0,7.629937667728983,75.0,8.09520935633736,387.836097,51.772965,10.201642,84.8088,6.583858,1.123612,Yes,Yes,Yes,Yes,Yes,Yes,0.469076,"[1.0, 0.0, 0.0, 0.0]",cosine
163,2.0,264.0,7.629937667728983,75.0,8.09520935633736,370.11117,51.366644,12.482475,83.1104,7.903814,1.169704,Yes,Yes,Yes,Yes,Yes,Yes,0.635987,"[0.0, 1.0, 0.0, 0.0]",cosine
163,3.0,264.0,7.629937667728983,75.0,8.09520935633736,352.386243,50.940379,11.867748,81.412,7.548061,1.043298,Yes,Yes,Yes,Yes,Yes,Yes,0.085493,"[0.0, 0.0, 1.0, 0.0]",cosine
163,4.0,264.0,7.629937667728983,75.0,8.09520935633736,418.151316,52.426669,11.25302,87.7136,7.192308,1.339807,Yes,Yes,Yes,Yes,Yes,Yes,0.111535,"[0.0, 0.0, 0.0, 1.0]",cosine
163,5.0,264.0,7.629937667728983,75.0,8.09520935633736,400.426389,52.050454,10.638292,86.0152,6.836555,1.2134,Yes,Yes,Yes,Yes,Yes,Yes,0.644209,"[0.5, 0.5, 0.0, 0.0]",cosine
163,6.0,264.0,7.629937667728983,75.0,8.09520935633736,382.701462,51.657202,12.919126,84.3168,6.480802,1.466493,Yes,Yes,Yes,Yes,Yes,Yes,0.405774,"[0.5, 0.0, 0.5, 0.0]",cosine
163,7.0,264.0,7.629937667728983,75.0,8.09520935633736,364.976535,51.245299,12.304398,82.6184,7.800757,1.133086,Yes,Yes,Yes,Yes,Yes,Yes,0.296179,"[0.5, 0.0, 0.0, 0.5]",cosine
163,8.0,264.0,7.629937667728983,75.0,8.09520935633736,430.741608,52.684336,11.689671,80.92,7.445005,1.322929,Yes,Yes,Yes,Yes,Yes,Yes,0.432051,"[0.0, 0.5, 0.5, 0.0]",cosine
163,9.0,264.0,7.629937667728983,75.0,8.09520935633736,413.016681,52.319352,11.074943,87.2216,7.089252,1.303189,Yes,Yes,Yes,Yes,Yes,Yes,0.407136,"[0.0, 0.5, 0.0, 0.5]",cosine
163,10.0,264.0,7.629937667728983,75.0,8.09520935633736,395.291754,51.938355,10.460215,85.5232,6.733499,1.176782,Yes,Yes,Yes,Yes,Yes,Yes,0.218157,"[0.0, 0.0, 0.5, 0.5]",cosine
164,1.0,341.0,19.960148368074723,75.0,3.111728330561728,478.513194,53.597878,32.686349,83.144,3.040863,1.172205,Yes,Yes,Yes,Yes,Yes,Yes,0.403264,"[1.0, 0.0, 0.0, 0.0]",cosine
164,2.0,341.0,19.960148368074723,75.0,3.111728330561728,455.618497,53.172027,31.078203,81.4456,2.904114,1.045799,Yes,Yes,Yes,Yes,Yes,Yes,0.557013,"[0.0, 1.0, 0.0, 0.0]",cosine
164,3.0,341.0,19.960148368074723,75.0,3.111728330561728,540.56505,54.656959,29.470056,87.7472,2.767366,1.342308,Yes,Yes,Yes,Yes,Yes,Yes,0.169963,"[0.0, 0.0, 1.0, 0.0]",cosine
164,4.0,341.0,19.960148368074723,75.0,3.111728330561728,517.670352,54.281066,27.86191,86.0488,2.630618,1.215901,Yes,Yes,Yes,Yes,Yes,Yes,0.154612,"[0.0, 0.0, 0.0, 1.0]",cosine
164,5.0,341.0,19.960148368074723,75.0,3.111728330561728,494.775655,53.888166,33.82864,84.3504,2.493869,1.468994,Yes,Yes,Yes,Yes,Yes,Yes,0.810178,"[0.5, 0.5, 0.0, 0.0]",cosine
164,6.0,341.0,19.960148368074723,75.0,3.111728330561728,471.880958,53.476649,32.220494,82.652,3.001249,1.135587,Yes,Yes,Yes,Yes,Yes,Yes,0.343542,"[0.5, 0.0, 0.5, 0.0]",cosine
164,7.0,341.0,19.960148368074723,75.0,3.111728330561728,556.82751,54.914414,30.612348,80.9536,2.864501,1.32543,Yes,Yes,Yes,Yes,Yes,Yes,0.503726,"[0.5, 0.0, 0.0, 0.5]",cosine
164,8.0,341.0,19.960148368074723,75.0,3.111728330561728,533.932813,54.549732,29.004201,87.2552,2.727752,1.30569,Yes,Yes,Yes,Yes,Yes,Yes,0.435937,"[0.0, 0.5, 0.5, 0.0]",cosine
164,9.0,341.0,19.960148368074723,75.0,3.111728330561728,511.038116,54.169066,27.396055,85.5568,2.591004,1.179283,Yes,Yes,Yes,Yes,Yes,Yes,0.381753,"[0.0, 0.5, 0.0, 0.5]",cosine
164,10.0,341.0,19.960148368074723,75.0,3.111728330561728,488.143418,53.770949,33.362785,83.8584,2.454256,1.432376,Yes,Yes,Yes,Yes,Yes,Yes,0.232921,"[0.0, 0.0, 0.5, 0.5]",cosine
165,1.0,202.0,10.958618165232284,75.0,7.076577559106737,270.165481,48.632597,17.080174,81.4792,6.610582,1.048299,Yes,Yes,Yes,Yes,Yes,Yes,0.337453,"[1.0, 0.0, 0.0, 0.0]",cosine
165,2.0,202.0,10.958618165232284,75.0,7.076577559106737,320.485726,50.116174,16.197261,87.7808,6.299594,1.344809,Yes,Yes,Yes,Yes,Yes,Yes,0.478039,"[0.0, 1.0, 0.0, 0.0]",cosine
165,3.0,202.0,10.958618165232284,75.0,7.076577559106737,306.923471,49.740602,15.314349,86.0824,5.988606,1.218402,Yes,Yes,Yes,Yes,Yes,Yes,0.147765,"[0.0, 0.0, 1.0, 0.0]",cosine
165,4.0,202.0,10.958618165232284,75.0,7.076577559106737,293.361217,49.348054,18.590232,84.384,5.677618,1.471495,Yes,Yes,Yes,Yes,Yes,Yes,0.197689,"[0.0, 0.0, 0.0, 1.0]",cosine
165,5.0,202.0,10.958618165232284,75.0,7.076577559106737,279.798962,48.936922,17.70732,82.6856,6.831482,1.138088,Yes,Yes,Yes,Yes,Yes,Yes,0.707799,"[0.5, 0.5, 0.0, 0.0]",cosine
165,6.0,202.0,10.958618165232284,75.0,7.076577559106737,330.119207,50.373416,16.824408,80.9872,6.520494,1.327931,Yes,Yes,Yes,Yes,Yes,Yes,0.504933,"[0.5, 0.0, 0.5, 0.0]",cosine
165,7.0,202.0,10.958618165232284,75.0,7.076577559106737,316.556952,50.009037,15.941495,87.2888,6.209506,1.308191,Yes,Yes,Yes,Yes,Yes,Yes,0.48765,"[0.5, 0.0, 0.0, 0.5]",cosine
165,8.0,202.0,10.958618165232284,75.0,7.076577559106737,302.994698,49.628701,15.058583,85.5904,5.898518,1.181784,Yes,Yes,Yes,Yes,Yes,Yes,0.364398,"[0.0, 0.5, 0.5, 0.0]",cosine
165,9.0,202.0,10.958618165232284,75.0,7.076577559106737,289.432443,49.230944,18.334466,83.892,5.58753,1.434877,Yes,Yes,Yes,Yes,Yes,Yes,0.624717,"[0.0, 0.5, 0.0, 0.5]",cosine
165,10.0,202.0,10.958618165232284,75.0,7.076577559106737,275.870188,48.814095,17.451554,82.1936,6.741393,1.10147,Yes,Yes,Yes,Yes,Yes,Yes,0.101314,"[0.0, 0.0, 0.5, 0.5]",cosine
166,1.0,374.0,23.421961448380483,75.0,6.072694616759309,593.871328,55.473847,34.655897,87.8144,5.411214,1.34731,Yes,Yes,Yes,Yes,Yes,Yes,0.587891,"[1.0, 0.0, 0.0, 0.0]",cosine
166,2.0,374.0,23.421961448380483,75.0,6.072694616759309,568.761014,55.098596,32.768839,86.116,5.144342,1.220903,Yes,Yes,Yes,Yes,Yes,Yes,0.399065,"[0.0, 1.0, 0.0, 0.0]",cosine
166,3.0,374.0,23.421961448380483,75.0,6.072694616759309,543.650701,54.706399,39.770417,84.4176,4.877471,1.473996,Yes,Yes,Yes,Yes,Yes,Yes,0.125568,"[0.0, 0.0, 1.0, 0.0]",cosine
166,4.0,374.0,23.421961448380483,75.0,6.072694616759309,518.540388,54.295652,37.88336,82.7192,5.867648,1.140589,Yes,Yes,Yes,Yes,Yes,Yes,0.033765,"[0.0, 0.0, 0.0, 1.0]",cosine
166,5.0,374.0,23.421961448380483,75.0,6.072694616759309,611.707575,55.730877,35.996303,81.0208,5.600776,1.330432,Yes,Yes,Yes,Yes,Yes,Yes,0.829042,"[0.5, 0.5, 0.0, 0.0]",cosine
166,6.0,374.0,23.421961448380483,75.0,6.072694616759309,586.597261,55.366801,34.109246,87.3224,5.333905,1.310691,Yes,Yes,Yes,Yes,Yes,Yes,0.518126,"[0.5, 0.0, 0.5, 0.0]",cosine
166,7.0,374.0,23.421961448380483,75.0,6.072694616759309,561.486948,54.986793,32.222188,85.624,5.067034,1.184284,Yes,Yes,Yes,Yes,Yes,Yes,0.471574,"[0.5, 0.0, 0.0, 0.5]",cosine
166,8.0,374.0,23.421961448380483,75.0,6.072694616759309,536.376635,54.589397,39.223766,83.9256,4.800163,1.437377,Yes,Yes,Yes,Yes,Yes,Yes,0.561206,"[0.0, 0.5, 0.5, 0.0]",cosine
166,9.0,374.0,23.421961448380483,75.0,6.072694616759309,511.266322,54.172944,37.336709,82.2272,5.790339,1.103971,Yes,Yes,Yes,Yes,Yes,Yes,0.452963,"[0.0, 0.5, 0.0, 0.5]",cosine
166,10.0,374.0,23.421961448380483,75.0,6.072694616759309,604.433508,55.626971,35.449652,80.5288,5.523468,1.293814,Yes,Yes,Yes,Yes,Yes,Yes,0.116078,"[0.0, 0.0, 0.5, 0.5]",cosine
167,1.0,384.0,13.185704219431754,75.0,2.228705815789513,584.478576,55.335372,18.46867,86.1496,1.889934,1.223403,Yes,Yes,Yes,Yes,Yes,Yes,0.52208,"[1.0, 0.0, 0.0, 0.0]",cosine
167,2.0,384.0,13.185704219431754,75.0,2.228705815789513,558.696864,54.943525,22.410301,84.4512,1.791991,1.476496,Yes,Yes,Yes,Yes,Yes,Yes,0.699591,"[0.0, 1.0, 0.0, 0.0]",cosine
167,3.0,384.0,13.185704219431754,75.0,2.228705815789513,532.915152,54.533161,21.347957,82.7528,2.15539,1.14309,Yes,Yes,Yes,Yes,Yes,Yes,0.103371,"[0.0, 0.0, 1.0, 0.0]",cosine
167,4.0,384.0,13.185704219431754,75.0,2.228705815789513,628.57344,55.967121,20.285613,81.0544,2.057447,1.332933,Yes,Yes,Yes,Yes,Yes,Yes,0.076842,"[0.0, 0.0, 0.0, 1.0]",cosine
167,5.0,384.0,13.185704219431754,75.0,2.228705815789513,602.791728,55.603346,19.223269,87.356,1.959504,1.313192,Yes,Yes,Yes,Yes,Yes,Yes,0.726663,"[0.5, 0.5, 0.0, 0.0]",cosine
167,6.0,384.0,13.185704219431754,75.0,2.228705815789513,577.010016,55.223667,18.160926,85.6576,1.861562,1.186785,Yes,Yes,Yes,Yes,Yes,Yes,0.455894,"[0.5, 0.0, 0.5, 0.0]",cosine
167,7.0,384.0,13.185704219431754,75.0,2.228705815789513,551.228304,54.82663,22.102556,83.9592,1.763619,1.439878,Yes,Yes,Yes,Yes,Yes,Yes,0.455497,"[0.5, 0.0, 0.0, 0.5]",cosine
167,8.0,384.0,13.185704219431754,75.0,2.228705815789513,525.446592,54.410572,21.040213,82.2608,2.127018,1.106471,Yes,Yes,Yes,Yes,Yes,Yes,0.489667,"[0.0, 0.5, 0.5, 0.0]",cosine
167,9.0,384.0,13.185704219431754,75.0,2.228705815789513,621.10488,55.863299,19.977869,80.5624,2.029075,1.296314,Yes,Yes,Yes,Yes,Yes,Yes,0.427579,"[0.0, 0.5, 0.0, 0.5]",cosine
167,10.0,384.0,13.185704219431754,75.0,2.228705815789513,595.323168,55.495056,18.915525,86.864,1.931132,1.276574,Yes,Yes,Yes,Yes,Yes,Yes,0.206267,"[0.0, 0.0, 0.5, 0.5]",cosine
168,1.0,229.0,20.69318735645388,75.0,8.580075385012904,333.485372,50.461536,35.202933,84.4848,6.90627,1.478997,Yes,Yes,Yes,Yes,Yes,Yes,0.456268,"[1.0, 0.0, 0.0, 0.0]",cosine
168,2.0,229.0,20.69318735645388,75.0,8.580075385012904,318.110341,50.051556,33.535727,82.7864,8.305285,1.14559,Yes,Yes,Yes,Yes,Yes,Yes,0.620617,"[0.0, 1.0, 0.0, 0.0]",cosine
